income,debt_ratio,credit_score,loan_amount,employment_years,missed_payments,risk
59.1,0.0495,727,24.3,5.7,1,0
69.9,0.334,675,16.4,5.7,0,0
53.1,0.1356,790,6.4,14.1,0,0
56.1,0.2945,668,22.6,2.4,0,0
63.6,0.1874,695,11.5,9.9,0,0
40.4,0.2183,751,7.4,14.9,0,0
66.1,0.1592,653,9.8,10.7,1,0
67.3,0.2307,713,20.3,2.7,0,0
94.1,0.4767,785,17.2,2.9,2,0
49.4,0.4162,733,1.0,5.0,1,0
48.1,0.2925,795,14.9,8.6,0,0
66.5,0.247,788,27.4,8.9,0,0
67.3,0.3513,720,14.4,2.9,3,0
47.0,0.3856,580,16.7,4.5,0,0
49.0,0.1504,654,26.3,4.8,0,0
63.1,0.2407,766,24.4,7.3,0,0
42.6,0.0314,627,26.2,15.9,0,0
48.8,0.3848,700,1.0,4.3,0,0
56.3,0.4978,740,31.9,4.1,1,0
69.9,0.2596,808,23.1,3.5,0,0
45.9,0.0,685,37.7,10.5,2,0
27.4,0.3231,681,11.7,7.8,0,0
26.3,0.1415,717,3.9,4.4,1,0
36.1,0.1704,741,18.1,6.5,0,0
35.3,0.3252,711,15.8,4.8,0,0
52.7,0.2805,783,23.2,9.2,0,0
37.2,0.1914,672,26.6,18.7,0,0
44.5,0.172,727,17.3,10.2,0,0
43.4,0.2651,747,16.1,7.6,0,0
48.4,0.2009,696,22.2,5.3,0,0
74.8,0.1169,770,15.9,2.6,0,0
64.9,0.2101,729,15.3,10.9,0,0
55.2,0.2908,767,26.3,10.7,0,0
48.1,0.2286,732,28.1,6.1,0,0
48.5,0.0804,743,26.7,12.9,1,0
59.9,0.3687,682,16.7,8.1,0,0
63.8,0.0,682,1.0,11.1,0,0
41.4,0.1964,793,16.8,9.2,1,0
55.5,0.1756,758,11.9,7.3,0,0
24.5,0.2678,659,17.0,4.2,1,0
58.2,0.3174,731,12.6,7.4,0,0
66.4,0.3852,578,17.8,11.4,0,0
50.8,0.1645,686,9.7,6.0,2,0
82.2,0.3204,778,7.8,9.8,2,0
41.8,0.2735,712,27.8,3.7,0,0
58.3,0.0446,727,10.2,11.1,2,0
54.5,0.4781,539,18.0,9.3,0,0
53.5,0.0773,696,25.6,3.2,0,0
53.3,0.3003,740,25.3,7.1,1,0
56.6,0.2968,748,24.4,11.7,0,0
67.7,0.2831,778,20.4,3.0,0,0
75.7,0.1907,707,23.8,3.7,0,0
55.0,0.3493,710,29.0,7.7,0,0
67.2,0.0628,640,21.4,16.5,0,0
44.5,0.2421,708,3.3,5.3,0,0
66.5,0.1823,644,13.8,10.0,0,0
43.6,0.1687,609,23.6,9.0,0,0
71.4,0.3014,655,13.0,5.6,0,0
88.2,0.3793,811,31.0,8.6,0,0
53.2,0.2088,704,17.5,6.2,2,0
22.1,0.3437,733,18.7,6.6,0,0
46.8,0.256,689,27.0,1.4,0,0
73.5,0.1429,613,16.5,7.9,1,0
10.0,0.3295,635,43.1,3.2,3,1
32.6,0.401,624,26.9,2.4,4,1
48.1,0.7237,667,25.8,1.5,2,1
45.8,0.5199,714,47.3,0.0,1,1
34.0,0.5103,603,16.7,6.0,3,1
55.4,0.7408,458,9.6,1.9,4,1
30.4,0.3853,531,19.6,8.9,1,1
26.4,0.1477,733,34.6,3.1,4,1
29.4,0.3965,481,45.4,3.9,3,1
21.5,0.5936,615,22.1,3.1,5,1
42.5,0.5051,404,51.8,3.9,3,1
38.5,0.2691,485,30.3,5.7,3,1
42.3,0.7329,642,28.6,5.8,3,1
30.0,0.5794,583,19.8,0.0,3,1
34.3,0.62,554,53.4,5.1,6,1
10.0,0.6255,523,28.2,4.2,0,1
39.5,0.3163,440,14.0,3.1,4,1
36.2,0.6045,629,59.5,7.3,3,1
21.8,0.7133,560,34.7,7.4,7,1
33.7,0.7553,473,39.6,5.3,1,1
31.9,0.6798,582,50.2,1.6,4,1
56.2,0.6424,621,37.4,0.0,1,1
22.3,0.2373,566,41.7,4.9,2,1
39.0,0.5473,588,30.7,6.4,3,1
21.9,0.3778,583,38.8,0.0,1,1
28.3,0.7808,531,29.6,5.7,3,1
38.3,0.7535,584,29.8,2.4,0,1
32.5,0.3789,631,31.4,0.0,2,1
34.9,0.5417,652,25.2,4.2,0,1
39.0,0.5947,635,36.1,5.3,6,1
29.1,0.7121,533,36.0,2.1,5,1
45.6,0.2484,625,39.8,0.4,2,1
31.3,0.1523,613,37.7,7.3,2,1
33.8,0.5569,530,54.0,1.3,3,1
39.3,0.0943,547,42.6,5.9,5,1
37.7,0.5785,628,27.5,0.0,1,1
42.7,0.6566,676,35.4,4.0,4,1
38.8,0.7725,453,47.0,4.0,5,1
40.6,0.4379,695,18.6,5.2,1,1
31.1,0.579,661,54.2,6.7,2,1
22.2,0.6673,594,20.7,1.0,1,1
17.9,0.3384,563,40.8,4.3,1,1
15.0,0.7148,607,30.1,0.0,2,1
56.2,0.5994,535,29.4,0.0,3,1
10.0,0.441,568,14.4,1.6,4,1
49.3,0.5754,477,40.9,4.0,4,1
25.1,0.5249,458,14.5,7.2,2,1
49.2,0.6904,743,12.7,7.6,5,1
10.0,0.4851,584,43.9,2.1,3,1
32.2,0.5909,594,51.5,3.8,3,1
52.4,0.4382,578,22.0,5.4,2,1
43.6,0.3812,522,42.0,4.9,1,1
31.0,0.5809,559,39.6,2.6,5,1
11.7,0.3886,586,28.9,3.2,2,1
19.1,0.6941,566,46.0,2.7,2,1
51.7,0.6566,527,28.0,2.5,1,1
30.8,0.4123,614,36.2,2.1,4,1
34.1,0.5885,593,15.0,2.7,0,1
38.4,0.4115,608,15.5,2.0,2,1
19.4,0.2612,629,44.0,0.2,2,1
39.9,0.4425,568,36.6,5.2,3,1
30.0,0.5409,568,28.3,4.3,3,1
38.5,0.6439,684,52.9,7.7,3,1
28.1,0.5769,514,52.8,3.9,3,1
16.1,0.7134,449,35.3,2.0,5,1
29.9,0.3734,619,12.5,1.4,4,1
42.7,0.4822,536,28.7,3.1,2,1
39.7,0.846,505,20.0,4.4,0,1
35.4,0.2024,642,31.1,2.4,1,1
45.8,0.4686,570,18.8,0.0,4,1
32.6,0.3571,492,15.6,1.2,2,1
35.7,0.5148,715,2.8,3.0,2,1
29.2,0.4718,467,32.0,4.9,3,1
46.5,0.6584,574,2.4,0.0,7,1
38.5,0.596,448,26.2,3.7,1,1
28.3,0.315,599,38.3,3.6,1,1
17.1,0.4441,535,21.3,1.9,1,1
48.3,0.55,637,17.0,1.5,4,1
26.1,0.6831,579,29.2,1.2,4,1
35.9,0.9879,675,20.1,3.4,4,1
63.2,0.6765,550,32.2,5.8,3,1
44.6,0.3678,468,17.6,6.0,5,1
54.3,0.5331,597,28.7,0.2,5,1
28.5,0.5826,562,25.8,2.5,0,1
47.9,0.4565,453,29.9,0.0,8,1
35.3,0.6346,506,49.6,3.3,3,1
39.4,0.1412,528,32.4,4.5,5,1
59.3,0.6496,689,36.1,6.9,4,1
31.7,0.4643,630,22.5,0.0,4,1
35.2,0.5303,556,32.7,0.3,5,1
24.2,0.8138,613,26.7,3.4,4,1
45.7,0.3229,437,30.4,0.0,2,1
28.3,0.5991,540,37.8,3.4,4,1
47.3,0.6929,608,24.0,4.6,3,1
15.2,0.5807,592,25.2,0.0,3,1
41.6,0.2594,542,24.2,3.3,1,1
27.3,0.7931,577,23.9,0.0,4,1
43.8,0.512,604,32.1,6.4,4,1
34.8,0.455,579,25.6,3.5,2,1
28.6,0.4941,640,48.0,1.4,3,1
30.4,0.4812,602,62.1,0.0,0,1
24.8,0.3358,616,23.2,4.0,2,1
45.1,0.5797,700,33.5,6.4,8,1
22.4,0.4425,638,42.5,1.1,2,1
31.8,0.6708,702,26.8,1.9,3,1
39.1,0.6432,533,18.1,1.1,1,1
54.4,0.8426,469,50.9,6.9,5,1
34.9,0.5119,570,38.2,0.0,3,1
32.1,0.4054,564,33.8,6.2,2,1
38.3,0.2854,682,47.4,2.1,2,1
10.1,0.9448,501,39.2,2.8,2,1
20.6,0.6692,574,29.4,2.1,3,1
30.5,0.4254,608,18.3,3.6,5,1
26.4,0.8548,587,24.1,1.2,3,1
15.8,0.7941,568,44.5,5.6,3,1
45.3,0.3068,605,38.2,5.7,1,1
38.1,0.4144,656,27.8,0.5,2,1
36.7,0.5262,688,51.2,4.7,6,1
26.7,0.3574,582,28.1,2.1,1,1
36.0,0.5326,523,41.9,3.1,1,1
41.2,0.6782,687,32.6,6.8,3,1
31.8,0.3028,505,53.2,1.3,4,1
40.3,0.6027,705,39.0,5.3,3,1
25.4,0.7603,674,30.6,4.1,6,1
36.2,0.622,684,27.9,2.5,4,1
48.7,0.5364,628,29.8,3.9,1,1
49.8,0.4297,432,21.3,3.6,3,1
50.9,0.6996,507,13.6,0.1,4,1
38.4,0.3382,601,33.7,1.5,4,1
35.4,0.5937,533,23.6,0.4,5,1
29.6,0.5546,558,23.6,2.3,3,1
13.3,0.7526,623,28.9,6.4,3,1
18.9,0.4451,568,30.6,4.5,0,1
33.0,0.4604,495,30.1,0.0,2,1
33.7,0.3265,642,50.9,2.3,2,1
51.9,0.6287,616,37.9,3.6,3,1
50.8,0.4737,563,55.3,4.9,2,1
26.8,0.3948,630,24.7,1.4,0,1
44.8,0.412,587,39.4,0.0,3,1
29.3,0.6467,673,25.4,2.9,2,1
43.2,0.3515,591,23.3,4.4,3,1
44.7,0.3675,673,55.7,3.6,3,1
49.9,0.7113,449,20.8,0.8,2,1
29.1,0.5201,612,3.2,7.4,2,1
47.2,0.722,552,21.5,2.8,5,1
12.5,0.4853,520,5.9,3.5,6,1
50.6,0.5498,661,18.6,1.3,4,1
34.7,0.5781,642,19.7,5.8,1,1
35.0,0.7997,440,30.4,4.4,5,1
10.6,0.7851,630,5.4,3.8,7,1
30.3,0.7576,622,44.4,0.1,3,1
51.3,0.4368,529,7.5,5.7,2,1
29.9,0.3724,522,28.5,4.9,2,1
43.6,0.6869,469,26.1,5.5,3,1
35.4,0.7978,556,39.9,3.1,1,1
47.8,0.7593,568,34.2,2.8,0,1
37.3,0.5523,636,44.2,2.5,0,1
23.8,0.681,599,25.7,8.7,1,1
35.7,0.6842,506,24.4,1.6,4,1
54.2,0.5768,597,35.0,0.0,5,1
41.0,0.5846,562,42.4,2.1,6,1
33.6,0.5677,515,39.9,1.7,1,1
62.1,0.4081,469,33.9,6.1,3,1
48.9,0.4265,624,32.8,0.0,2,1
44.8,0.4237,611,29.6,1.6,2,1
38.8,0.2621,619,34.9,3.5,4,1
43.8,0.5757,529,54.4,6.2,2,1
44.2,0.5427,592,27.1,4.8,2,1
10.0,0.6872,484,25.6,7.0,4,1
39.7,0.7769,511,24.7,3.9,4,1
33.1,0.7884,582,34.7,2.5,3,1
29.0,0.8053,598,4.5,5.1,4,1
32.7,0.4137,466,28.4,0.0,3,1
16.3,0.2922,506,40.6,0.0,2,1
13.3,0.7175,554,23.7,5.4,4,1
50.0,0.7988,647,32.2,3.5,2,1
40.5,0.8301,523,55.3,5.4,2,1
10.0,0.6373,590,34.0,0.9,3,1
28.1,0.1906,597,3.1,6.2,0,1
45.6,0.6158,563,13.1,4.7,3,1
31.6,0.65,599,27.0,2.9,5,1
49.9,0.7754,486,20.4,3.5,2,1
47.6,0.8073,534,31.2,3.9,5,1
18.7,0.7137,680,26.5,0.9,2,1
33.3,0.4443,685,44.0,2.0,3,1
29.6,0.3648,639,16.9,3.8,2,1
18.3,0.6461,657,27.5,1.9,5,1
17.5,0.4074,452,32.6,0.0,4,1
25.3,0.8155,514,34.1,3.7,1,1
27.3,0.2432,558,31.8,5.1,3,1
38.4,0.652,749,1.1,5.7,4,1
47.5,0.6075,558,31.0,4.3,3,1
41.2,0.5128,632,28.2,5.0,4,1
44.0,0.3835,606,40.4,5.5,2,1
31.8,0.1789,605,38.7,3.2,4,1
42.2,0.4543,578,32.9,0.0,0,1
33.2,0.4575,496,33.8,5.9,1,1
29.7,0.7501,391,46.2,0.8,3,1
57.8,0.4091,670,43.8,0.2,5,1
10.0,0.6315,537,33.3,0.2,5,1
12.5,0.3174,449,55.7,9.2,0,1
39.6,0.6364,611,22.5,4.1,5,1
31.8,0.1472,609,15.8,0.4,5,1
17.8,0.9272,634,29.9,1.3,1,1
22.3,0.5246,658,25.5,3.0,1,1
23.9,0.047,516,1.0,4.4,2,1
45.7,0.4208,519,22.2,3.7,7,1
49.5,0.3924,558,34.1,0.7,4,1
54.7,0.432,638,29.3,3.8,3,1
15.9,0.4844,433,20.7,1.5,1,1
18.6,0.4307,589,30.5,5.6,2,1
17.8,0.403,645,31.5,3.1,3,1
50.5,0.3414,642,38.6,1.1,2,1
40.0,0.6979,630,22.3,4.7,3,1
36.0,0.7662,654,40.5,4.0,0,1
37.8,0.5042,388,16.9,1.8,5,1
34.3,0.5468,693,24.0,4.8,4,1
21.5,0.3473,603,50.4,4.6,3,1
41.2,0.5628,673,17.7,6.0,4,1
32.8,0.5914,498,22.1,4.8,2,1
20.6,0.5105,457,15.0,2.5,3,1
41.9,0.6213,705,20.1,0.0,0,1
29.9,0.6056,515,31.7,3.5,2,1
37.7,0.3603,558,38.5,3.9,0,1
33.5,0.7647,617,29.8,3.1,5,1
45.7,0.5126,634,26.1,0.0,2,1
37.6,0.8516,655,15.1,4.7,1,1
24.4,0.6257,596,21.3,0.7,4,1
38.9,0.9048,506,11.4,4.7,3,1
39.3,0.7615,629,38.8,7.3,2,1
41.1,0.5909,631,39.7,2.4,2,1
47.4,0.4198,453,29.5,4.1,0,1
27.6,0.4237,679,35.3,3.1,2,1
43.0,0.6459,406,40.5,4.3,2,1
14.3,0.5758,652,31.2,3.3,4,1
33.6,0.444,536,46.7,1.7,6,1
31.7,0.7,629,17.7,0.7,2,1
52.4,0.557,616,25.8,7.0,2,1
33.1,0.701,577,24.4,4.1,1,1
42.3,0.3744,612,37.8,5.1,2,1
13.9,0.7299,574,12.8,4.0,4,1
30.8,0.6402,630,47.4,5.4,3,1
24.8,0.7656,733,36.7,0.8,3,1
64.7,0.7259,486,51.0,3.2,2,1
27.0,0.5347,357,29.5,4.3,8,1
35.9,0.5202,551,23.4,6.2,2,1
36.5,0.8709,546,37.9,9.7,5,1
15.9,0.4977,554,42.4,4.0,1,1
28.7,0.6847,515,21.4,1.3,3,1
39.9,0.4814,641,6.0,0.0,6,1
36.0,0.2149,483,8.1,0.7,3,1
10.0,0.3291,612,33.1,1.1,5,1
28.2,0.6231,625,48.5,0.0,2,1
47.2,0.6762,602,14.4,1.3,1,1
42.1,0.6237,614,26.7,4.8,0,1
49.6,0.7563,646,25.8,3.2,1,1
23.2,0.6204,584,53.0,2.4,2,1
50.4,0.4105,556,57.1,0.0,3,1
34.5,0.657,614,35.1,5.6,3,1
54.1,0.5805,622,40.8,4.3,0,1
35.0,0.4464,642,40.4,3.0,2,1
10.4,0.6351,460,14.6,0.0,3,1
45.2,0.5643,567,38.4,1.8,4,1
29.7,0.4411,505,17.8,4.1,2,1
30.5,0.518,619,27.9,2.9,5,1
17.6,0.8044,631,43.7,3.5,5,1
54.5,0.7986,561,31.0,4.7,2,1
28.7,0.5839,529,43.2,3.4,1,1
53.9,0.5603,622,45.6,4.6,0,1
29.8,0.2921,571,8.9,0.9,7,1
23.9,0.8595,680,3.9,0.0,4,1
50.8,0.7365,704,43.9,4.2,3,1
34.1,0.6854,650,44.4,4.7,4,1
34.2,0.1405,596,33.1,4.3,8,1
19.6,0.5574,708,34.7,3.3,1,1
29.5,0.5271,597,40.7,2.2,0,1
40.1,0.6729,546,40.5,3.5,2,1
19.4,0.4688,533,26.3,3.9,1,1
28.5,0.5083,531,41.5,4.1,4,1
30.0,0.6615,580,25.8,9.5,2,1
35.8,0.4108,612,32.9,0.7,0,1
52.8,0.4467,481,32.4,11.1,0,1
31.4,0.5848,549,19.7,0.0,4,1
26.7,0.7909,595,21.1,4.0,2,1
68.0,0.6955,625,56.8,0.0,2,1
29.8,0.7436,578,19.3,3.8,1,1
32.7,0.5614,597,34.4,5.5,3,1
30.7,0.8191,493,37.0,3.1,1,1
31.7,0.2366,516,29.3,5.4,4,1
35.9,0.914,576,38.1,1.9,6,1
46.0,0.9373,616,33.9,0.0,4,1
39.8,0.6322,596,19.6,4.6,4,1
47.9,0.6998,521,36.4,3.1,4,1
47.5,0.5432,563,23.5,1.8,3,1
37.5,0.5123,686,50.9,2.0,1,1
39.5,0.44,618,35.1,4.0,6,1
48.3,0.5412,569,21.6,1.0,4,1
21.7,0.6501,508,34.1,3.9,1,1
65.0,0.6256,530,18.9,6.0,4,1
28.8,0.9076,580,33.1,8.2,1,1
30.8,0.568,599,27.3,6.5,0,1
20.5,0.282,620,20.1,3.4,3,1
20.8,0.846,607,19.9,3.6,3,1
46.7,0.3302,554,59.2,2.0,2,1
62.2,0.4493,544,31.1,1.8,1,1
28.2,0.5989,723,24.8,5.2,3,1
39.2,0.6251,541,22.7,2.2,4,1
37.6,0.2898,490,35.7,3.9,1,1
47.0,0.4156,465,22.3,0.6,4,1
61.6,0.2835,555,16.9,6.4,3,1
53.3,0.6619,646,29.6,2.2,3,1
32.1,0.763,540,29.5,5.7,4,1
41.3,0.3301,683,25.0,1.2,0,1
42.5,0.7292,579,19.3,1.1,1,1
34.8,0.7175,658,25.3,6.3,2,1
21.8,0.4314,527,24.4,1.4,3,1
25.4,0.1931,528,22.7,0.0,3,1
48.8,0.3572,586,33.3,0.4,4,1
50.0,0.4429,614,56.7,5.1,2,1
32.5,0.8275,567,46.0,4.9,3,1
38.1,0.5287,600,53.3,1.1,4,1
49.4,0.3688,621,23.2,1.4,2,1
14.5,0.5766,481,50.1,4.7,4,1
29.6,0.3168,556,32.7,6.3,1,1
59.2,0.6426,544,41.8,2.8,3,1
38.6,0.374,547,35.5,4.4,2,1
21.4,0.4001,608,25.9,5.2,7,1
36.4,0.6176,545,38.6,8.4,3,1
47.3,0.865,440,35.8,0.1,5,1
10.0,0.9456,563,8.8,1.3,2,1
37.1,0.3628,505,28.5,1.7,3,1
30.5,0.4426,615,40.5,5.1,0,1
15.3,0.6428,636,33.3,2.4,2,1
36.0,0.7604,428,35.6,3.8,0,1
33.4,0.1605,526,21.0,3.3,4,1
34.7,0.5657,605,33.1,3.0,4,1
30.8,0.4623,481,28.8,3.3,2,1
22.7,0.2037,635,27.6,5.6,3,1
17.5,0.3093,653,21.8,0.6,8,1
26.7,0.4478,569,41.0,2.6,1,1
45.3,0.5606,526,34.1,0.0,2,1
37.8,0.7315,418,32.9,3.6,2,1
34.2,0.6138,637,54.6,2.5,1,1
22.5,0.7206,720,35.7,5.7,2,1
30.5,0.5548,706,44.4,3.0,4,1
43.8,0.4231,566,33.3,1.9,0,1
41.1,0.5169,504,25.8,2.4,4,1
29.3,0.6752,639,17.3,7.3,0,1
10.0,0.7359,571,32.9,0.0,3,1
26.9,0.5234,613,1.0,1.4,1,1
29.2,0.3828,601,33.3,3.1,4,1
24.1,0.6104,587,33.8,1.4,1,1
30.0,0.636,652,27.4,4.2,5,1
44.8,0.7719,655,28.9,2.9,3,1
34.6,0.4278,543,15.0,3.6,5,1
46.9,0.4298,515,46.6,3.3,4,1
16.9,0.6861,405,26.0,2.7,3,1
31.3,0.4767,556,18.3,0.0,4,1
11.7,0.4691,503,36.5,3.4,2,1
29.9,0.7757,609,31.3,0.0,3,1
22.5,0.3032,556,25.7,1.3,5,1
50.4,0.9201,564,24.4,4.2,1,1
39.9,0.4397,637,29.9,6.0,4,1
47.2,0.706,608,46.1,8.9,1,1
29.8,0.5304,572,35.6,1.9,3,1
22.8,0.5988,698,29.6,0.8,2,1
22.4,0.5027,632,40.2,4.3,3,1
38.2,0.7042,551,30.3,7.7,5,1
56.7,0.4875,554,34.8,6.8,4,1
39.9,0.4469,635,31.8,0.4,3,1
30.5,0.8764,594,37.1,2.6,1,1
32.7,0.5553,502,24.7,5.1,1,1
34.6,0.4284,643,16.3,5.3,6,1
59.3,0.2817,668,40.9,4.5,4,1
49.8,0.8858,663,48.1,1.9,4,1
38.1,0.4507,688,16.9,4.5,4,1
36.3,0.9211,725,32.2,5.3,5,1
38.6,0.6218,701,24.6,0.7,1,1
40.9,0.5757,604,40.6,6.3,6,1
30.0,0.5806,565,33.0,5.5,5,1
24.9,0.9489,452,69.9,1.1,5,1
47.4,0.1554,581,26.4,5.3,2,1
35.3,0.5886,616,48.4,5.0,3,1
46.4,0.5023,583,49.6,5.1,5,1
54.8,0.5116,448,36.4,6.9,3,1
41.2,0.5769,560,30.4,3.0,3,1
39.3,0.5021,625,31.1,3.8,3,1
73.4,0.5839,508,30.1,0.0,3,1
37.5,0.5458,592,43.6,5.8,2,1
21.9,0.3136,610,19.5,5.5,4,1
31.6,0.6186,658,28.1,6.4,1,1
53.6,0.6789,700,26.6,0.7,2,1
19.5,0.4524,554,9.3,5.4,3,1
26.0,0.8862,593,40.3,5.5,3,1
48.3,0.7904,595,42.8,1.4,2,1
31.7,0.7019,625,22.4,5.6,4,1
33.7,0.6997,618,42.4,4.2,2,1
47.9,0.5554,680,11.0,0.0,2,1
26.4,0.7554,417,30.3,4.5,2,1
17.4,0.8327,609,28.5,1.1,2,1
18.3,0.6954,614,31.1,0.0,6,1
42.0,0.4473,564,31.0,3.9,3,1
38.1,0.5429,422,29.1,2.8,3,1
26.7,0.6533,576,25.3,6.5,2,1
21.1,0.7008,530,28.7,3.5,6,1
31.8,0.5361,697,46.4,4.9,5,1
48.4,0.448,606,23.1,4.3,1,1
25.0,0.8352,524,57.1,5.6,4,1
27.0,0.357,436,22.4,0.8,2,1
20.7,0.3806,621,32.9,3.5,1,1
30.6,0.3111,629,36.9,2.6,3,1
39.1,0.3802,565,26.5,4.6,5,1
60.4,0.7745,622,46.6,3.6,0,1
37.6,0.7805,556,36.5,1.5,3,1
34.4,0.5367,655,27.5,2.2,1,1
45.4,0.6393,649,46.5,7.1,5,1
43.4,0.5481,465,17.8,0.0,1,1
28.1,0.3354,482,23.2,4.8,3,1
62.6,0.9493,722,36.8,6.1,3,1
34.7,0.7975,645,39.6,4.4,1,1
37.8,0.6138,492,33.9,7.9,5,1
41.6,0.3959,470,28.5,5.3,3,1
39.2,0.5095,595,27.0,4.0,1,1
53.3,0.4254,500,43.6,1.8,3,1
27.9,0.5676,558,32.9,4.0,1,1
44.4,0.6058,577,19.5,4.7,4,1
37.0,0.4886,574,18.8,3.0,3,1
46.8,0.2882,659,48.2,1.1,1,1
32.4,0.9338,708,21.4,0.0,2,1
30.8,0.5928,546,33.3,3.5,1,1
43.8,0.6322,501,46.2,0.0,2,1
39.3,0.474,607,36.5,1.8,2,1
25.2,0.2688,694,20.9,0.0,4,1
51.1,0.535,552,17.8,5.1,2,1
43.8,0.4918,640,52.4,5.9,1,1
34.1,0.6777,521,17.5,3.2,1,1
29.4,0.7131,581,23.4,7.6,3,1
39.4,0.6877,499,34.5,6.4,2,1
42.9,0.7279,581,27.4,4.2,4,1
15.9,0.8747,572,36.9,2.7,1,1
39.5,0.6202,623,12.4,2.1,2,1
42.8,0.7479,704,27.5,4.4,2,1
10.0,0.6389,553,38.1,2.6,2,1
37.4,0.208,440,38.2,4.4,2,1
43.3,0.5222,566,23.1,4.6,3,1
42.0,0.3938,601,17.7,2.4,6,1
44.6,0.5917,594,32.6,5.7,6,1
31.1,0.4076,569,14.3,2.4,2,1
22.5,0.659,684,45.4,3.1,7,1
13.4,0.7266,590,31.9,0.6,5,1
48.1,0.7666,573,21.6,2.3,6,1
43.4,0.8415,526,17.3,8.4,3,1
49.0,0.2483,458,22.4,0.7,2,1
26.3,0.3342,603,11.3,4.1,5,1
44.6,1.0,597,35.9,1.9,3,1
17.0,0.7317,506,20.4,0.0,3,1
24.6,0.5904,577,34.8,4.4,1,1
36.5,0.5558,570,36.5,1.6,5,1
43.0,0.5398,536,41.6,3.8,2,1
55.1,0.2019,524,33.0,5.5,3,1
32.1,0.411,608,43.5,3.6,3,1
24.6,0.5299,564,46.6,3.8,2,1
24.0,0.4211,539,33.1,0.8,2,1
26.7,0.4447,520,33.8,4.8,4,1
61.7,1.0,571,23.3,2.5,3,1
44.1,0.5047,645,18.1,0.0,2,1
48.4,0.6001,594,45.4,5.1,4,1
32.1,0.5937,563,37.3,5.8,4,1
35.0,0.6561,602,38.2,6.7,0,1
43.4,0.4641,676,22.9,8.4,2,1
28.9,0.7745,614,49.5,4.9,3,1
31.5,0.6298,598,27.3,4.3,4,1
26.9,0.3183,625,20.4,5.7,1,1
29.6,0.5306,569,23.1,0.8,3,1
35.6,0.519,593,48.9,0.0,1,1
25.1,0.5107,546,16.7,1.8,6,1
38.4,0.6417,471,21.0,6.2,0,1
38.4,0.6643,604,64.8,1.3,5,1
32.8,0.643,604,41.3,4.2,3,1
25.1,0.611,560,21.2,4.4,5,1
36.3,0.5654,653,17.0,3.6,2,1
28.9,0.1628,529,9.9,0.0,2,1
35.6,0.69,456,31.2,3.9,1,1
48.2,0.6379,531,38.7,1.9,5,1
20.0,0.3727,472,48.2,7.3,3,1
61.1,0.6005,604,7.3,5.8,4,1
34.1,0.6666,527,14.1,2.0,3,1
39.9,0.7608,649,28.6,7.4,2,1
26.0,0.6419,647,63.5,3.9,5,1
48.7,0.6079,515,40.6,0.0,2,1
33.5,0.7204,523,34.5,2.8,0,1
30.3,0.4948,617,15.3,7.1,2,1
28.1,0.6242,649,4.6,1.0,2,1
31.8,0.4382,439,30.5,2.8,1,1
40.0,0.7499,600,28.8,0.0,4,1
37.1,0.2603,426,26.8,0.0,2,1
34.5,0.697,542,25.4,0.9,2,1
26.5,0.5532,657,21.0,0.0,7,1
25.8,0.7238,791,18.3,1.5,7,1
29.5,0.4095,563,46.7,7.3,2,1
40.5,0.5662,493,19.4,2.9,1,1
42.9,0.5609,544,26.7,5.0,2,1
44.6,0.6281,585,29.5,5.7,6,1
35.0,0.3614,533,38.5,0.2,0,1
39.6,0.6645,515,19.8,0.9,6,1
33.0,0.2177,550,41.7,4.9,0,1
14.1,0.4298,608,23.0,1.4,1,1
32.4,0.2687,568,28.1,4.7,1,1
30.5,0.6991,518,49.7,7.2,1,1
22.5,0.622,533,18.4,0.0,3,1
28.2,0.6321,551,38.7,2.1,3,1
36.6,0.8152,510,42.1,2.5,4,1
21.4,0.4931,530,33.7,1.7,2,1
26.5,0.6597,625,28.6,1.5,4,1
53.6,0.5619,564,55.5,1.8,2,1
15.8,0.5345,457,29.8,3.0,5,1
32.8,0.7852,652,32.4,3.4,2,1
21.0,0.9247,609,26.0,5.4,5,1
26.0,0.4723,483,31.8,2.9,2,1
32.6,0.7001,554,41.6,5.8,3,1
23.1,0.6074,525,26.7,1.5,6,1
41.9,0.6096,627,4.7,0.0,2,1
51.2,0.5945,554,36.2,2.2,3,1
45.1,0.49,575,17.1,4.2,3,1
47.3,0.0,567,38.9,5.2,0,1
18.4,0.8263,476,30.0,6.7,1,1
32.1,0.4249,678,41.3,3.7,3,1
40.6,0.5065,626,18.6,4.9,3,1
45.5,0.5103,528,23.6,6.4,2,1
56.0,0.4089,593,25.9,1.1,1,1
47.8,0.5932,648,12.2,2.5,3,1
45.8,0.542,584,43.3,9.9,3,1
66.6,0.421,689,10.5,5.1,0,1
36.2,0.5769,784,43.2,4.3,4,1
31.5,0.5441,571,35.1,5.2,3,1
37.1,0.717,539,27.6,0.0,1,1
24.0,0.3087,511,34.1,1.4,1,1
35.8,0.405,425,33.8,0.5,2,1
14.3,0.6806,667,25.2,4.0,2,1
28.6,0.4348,555,33.6,2.1,1,1
33.6,0.3874,641,38.8,3.2,0,1
46.4,0.4437,655,18.7,2.2,1,1
48.3,0.5318,504,34.2,0.0,3,1
23.4,0.5325,515,1.0,5.2,3,1
59.9,0.5122,702,6.8,0.0,0,1
36.8,0.3649,575,36.8,1.2,2,1
