blue_ref,red_ref,nir_ref,swir_ref,ndvi,ndwi,texture_var,thermal_bt,land_cover
0.1162,0.0192,0.0202,0.0129,0.027,0.5396,0.0095,294.92,2
0.1011,0.4506,0.2171,0.2709,-0.3496,0.1191,0.05759,303.75,0
0.0431,0.0324,0.8431,0.1104,0.9259,-0.9143,0.02476,296.24,1
0.2825,0.2109,0.3357,0.4626,0.2283,-0.1527,0.06549,300.77,0
0.2662,0.2859,0.2237,0.4421,-0.122,0.1048,0.08058,303.12,0
0.3146,0.1862,0.327,0.426,0.2743,-0.1326,0.06,306.52,0
0.2257,0.1502,0.3524,0.4468,0.4022,-0.3042,0.10556,299.55,0
0.0388,0.0484,0.4038,0.0899,0.7858,-0.805,0.05728,295.61,1
0.0636,0.0716,0.7828,0.1662,0.8323,-0.841,0.0359,297.01,1
0.0736,0.1367,0.3942,0.1864,0.485,-0.5788,0.07239,295.28,1
0.1648,0.0923,0.0216,0.0099,-0.6206,0.7121,0.00396,296.66,2
0.092,0.1082,0.8252,0.1658,0.7682,-0.7836,0.01362,293.75,1
0.026,0.0655,0.7295,0.2525,0.8353,-0.882,0.05291,296.51,1
0.206,0.3474,0.1991,0.3248,-0.2713,0.163,0.04302,308.12,0
0.1393,0.3232,0.2253,0.5096,-0.1784,0.0129,0.09949,313.03,0
0.0535,0.0422,0.7446,0.2161,0.8929,-0.8793,0.04027,295.74,1
0.2069,0.122,0.0073,0.0143,-0.8867,0.9147,0.00144,299.16,2
0.0421,0.0261,0.4554,0.2201,0.8914,-0.8605,0.0464,294.68,1
0.3378,0.1366,0.3252,0.4009,0.4083,-0.1564,0.1222,302.54,0
0.2001,0.1579,0.0348,0.0025,-0.6387,0.6744,0.00441,293.16,2
0.2629,0.2157,0.3448,0.4343,0.2303,-0.1806,0.05287,303.95,0
0.1838,0.1542,0.1701,0.5172,0.049,-0.0033,0.1197,307.45,0
0.1615,0.4817,0.2713,0.4141,-0.2794,0.0848,0.08609,303.92,2
0.1481,0.2684,0.2842,0.383,0.0285,-0.1542,0.09132,300.65,1
0.2302,0.3243,0.3644,0.3611,0.0582,-0.1358,0.03394,310.1,0
0.1833,0.4198,0.2523,0.3093,-0.2493,0.089,0.03486,309.07,0
0.2658,0.0927,0.0412,0.0065,-0.3849,0.6264,0.00289,293.33,2
0.0596,0.1252,0.8094,0.1706,0.732,-0.7951,0.08924,294.27,0
0.1868,0.2891,0.5567,0.3966,0.3164,-0.4011,0.09024,305.27,0
0.3284,0.3191,0.1832,0.2293,-0.2707,0.2773,0.06249,302.61,0
0.1951,0.2326,0.2111,0.5241,-0.0485,0.0065,0.04506,307.5,0
0.3191,0.3113,0.4239,0.5664,0.1532,-0.147,0.05997,304.46,0
0.0283,0.0593,0.7717,0.1127,0.8572,-0.8925,0.03349,290.48,1
0.1278,0.1781,0.3274,0.2805,0.2953,-0.3632,0.06574,305.51,0
0.1674,0.3246,0.1187,0.4688,-0.4646,0.3493,0.09846,302.96,0
0.1274,0.1748,0.3981,0.2807,0.3897,-0.4497,0.04024,302.08,0
0.2571,0.187,0.2058,0.2566,0.0479,0.0379,0.05142,303.69,0
0.3351,0.0925,0.2937,0.4046,0.5209,-0.1573,0.04302,304.62,0
0.2918,0.2447,0.2942,0.4067,0.0919,-0.0461,0.10384,305.39,0
0.2536,0.2801,0.2063,0.47,-0.1517,0.1279,0.03614,303.55,0
0.2627,0.223,0.2275,0.3038,0.01,0.0326,0.09328,303.88,0
0.0503,0.0531,0.7468,0.2184,0.8673,-0.8706,0.0144,295.49,1
0.2385,0.2749,0.2886,0.3875,0.0242,-0.0585,0.05164,303.46,0
0.056,0.0352,0.7919,0.1028,0.9149,-0.8911,0.0361,291.33,1
0.2083,0.338,0.181,0.3509,-0.3024,0.2028,0.044,301.46,0
0.3005,0.4055,0.1472,0.4133,-0.4673,0.4114,0.02427,297.74,0
0.3268,0.2421,0.2964,0.3551,0.101,-0.0207,0.07486,306.06,0
0.165,0.2603,0.536,0.4631,0.3462,-0.4319,0.05464,301.68,0
0.0219,0.0511,0.7294,0.1617,0.8691,-0.9047,0.04719,296.93,1
0.1989,0.1643,0.4427,0.4404,0.4587,-0.4183,0.06047,308.3,0
0.0268,0.0395,0.7405,0.1042,0.8987,-0.9143,0.01426,293.81,1
0.1654,0.2528,0.1918,0.4171,-0.1371,0.0431,0.03614,302.21,0
0.2505,0.3315,0.2298,0.3756,-0.1812,0.1175,0.09415,304.63,0
0.2455,0.1946,0.263,0.4474,0.1495,-0.089,0.05294,303.96,0
0.0501,0.0683,0.6902,0.0941,0.82,-0.842,0.0067,288.81,1
0.0654,0.0796,0.7693,0.1449,0.8125,-0.8278,0.01392,291.92,1
0.2874,0.3227,0.1594,0.3406,-0.3389,0.3137,0.05765,308.15,0
0.038,0.0267,0.3948,0.1056,0.8732,-0.8484,0.02435,295.91,1
0.0435,0.0679,0.4661,0.2433,0.7457,-0.7865,0.01977,292.02,1
0.2336,0.2652,0.1667,0.3261,-0.2281,0.1988,0.01961,292.43,0
0.1969,0.29,0.3941,0.5188,0.1522,-0.2363,0.07805,306.86,0
0.0455,0.0462,0.4323,0.236,0.8069,-0.8082,0.03166,299.72,1
0.0946,0.0313,0.0254,0.0081,-0.1042,0.4251,0.00542,294.94,2
0.1299,0.3168,0.2887,0.3378,-0.0464,-0.1277,0.12465,304.83,0
0.035,0.0808,0.7791,0.0738,0.8121,-0.8617,0.02478,292.41,1
0.3564,0.3151,0.2365,0.4314,-0.1425,0.1734,0.07075,303.91,0
0.1243,0.0912,0.0291,0.0099,-0.5156,0.5741,0.00693,292.6,2
0.2281,0.0874,0.4386,0.3141,0.6677,-0.471,0.07682,306.3,0
0.2805,0.3832,0.2557,0.5049,-0.1996,0.1296,0.04053,311.66,0
0.0716,0.3407,0.1926,0.3821,-0.2778,0.0341,0.05121,302.09,0
0.2335,0.1249,0.2987,0.3191,0.4102,-0.25,0.03952,300.48,0
0.0598,0.0429,0.3833,0.0927,0.7987,-0.7638,0.01324,296.49,1
0.0919,0.0452,0.8013,0.204,0.8931,-0.8423,0.03262,293.0,1
0.0538,0.0231,0.0268,0.0095,0.0746,0.1786,0.00933,295.35,2
0.0362,0.0478,0.7144,0.0592,0.8745,-0.8889,0.07702,294.53,1
0.2727,0.4829,0.1358,0.3357,-0.5611,0.4713,0.06761,292.09,0
0.0238,0.0574,0.7442,0.1418,0.8569,-0.8965,0.02986,291.25,1
0.2019,0.2761,0.1967,0.4913,-0.1679,0.0971,0.04648,306.59,0
0.181,0.1487,0.1303,0.4277,-0.0659,0.1171,0.07662,306.31,0
0.0632,0.1006,0.7116,0.1003,0.7522,-0.7935,0.00805,298.33,1
0.1935,0.2122,0.2072,0.4134,-0.012,-0.0106,0.07548,302.08,0
0.2092,0.2327,0.3202,0.3856,0.1582,-0.1833,0.07003,301.85,0
0.3066,0.3482,0.3361,0.4469,-0.0178,-0.013,0.0562,303.65,0
0.0795,0.0731,0.799,0.1114,0.8323,-0.8257,0.01406,298.98,1
0.0329,0.0478,0.7872,0.1679,0.8854,-0.9024,0.01148,296.01,1
0.1394,0.3077,0.2953,0.2185,-0.0206,-0.1382,0.08006,300.04,0
0.2873,0.3226,0.4776,0.2586,0.1937,-0.2206,0.04806,307.79,0
0.0271,0.0297,0.7578,0.1587,0.9246,-0.9278,0.01279,294.32,1
0.1545,0.2563,0.155,0.3881,-0.2464,0.14,0.06257,306.53,0
0.0931,0.0339,0.0109,0.0022,-0.5116,0.7059,0.0025,292.47,2
0.05,0.0273,0.3191,0.2563,0.8422,-0.7838,0.06511,292.65,1
0.2578,0.1675,0.3049,0.242,0.2909,-0.1783,0.12019,299.64,0
0.2505,0.2,0.3365,0.4683,0.2545,-0.1981,0.07217,302.08,0
0.1735,0.3621,0.3052,0.4642,-0.0852,-0.0654,0.05661,313.21,0
0.302,0.1883,0.5123,0.4102,0.4625,-0.3528,0.05033,307.58,0
0.2481,0.2951,0.2227,0.2414,-0.1399,0.099,0.07002,304.3,0
0.4089,0.0934,0.5336,0.4897,0.702,-0.3599,0.05216,311.4,0
0.2062,0.2388,0.2406,0.3858,0.0037,-0.039,0.0522,301.44,0
0.4135,0.4449,0.2648,0.4663,-0.2538,0.2369,0.15348,306.47,0
0.2697,0.1844,0.3044,0.3384,0.2454,-0.1455,0.0732,299.09,0
0.088,0.1653,0.3353,0.292,0.3397,-0.4517,0.04187,310.73,0
0.0246,0.0866,0.7243,0.0658,0.7865,-0.8574,0.03502,293.4,1
0.0409,0.0436,0.7983,0.1366,0.8963,-0.8995,0.03162,297.83,1
0.2909,0.2276,0.3868,0.4347,0.259,-0.1974,0.04257,305.12,0
0.2466,0.2124,0.361,0.4299,0.2591,-0.2226,0.07792,301.75,0
0.2409,0.3728,0.1417,0.3751,-0.4492,0.3682,0.12234,304.79,0
0.0293,0.0613,0.8092,0.1214,0.8591,-0.894,0.03129,300.04,1
0.0461,0.0496,0.3796,0.1737,0.7689,-0.7762,0.03521,298.11,1
0.3544,0.3612,0.2383,0.4356,-0.205,0.2004,0.04681,302.35,0
0.0602,0.0592,0.7201,0.0638,0.8481,-0.8469,0.02287,292.62,1
0.2136,0.372,0.2552,0.4863,-0.1863,0.0686,0.03846,295.36,0
0.0396,0.051,0.5095,0.0662,0.8182,-0.8368,0.02022,289.0,1
0.27,0.2403,0.3126,0.3021,0.1308,-0.1013,0.05037,307.96,1
0.075,0.0158,0.0086,0.0104,-0.2976,0.6825,0.00202,295.54,2
0.1357,0.1544,0.1693,0.3105,0.046,-0.0773,0.01401,293.32,0
0.0284,0.0583,0.417,0.1165,0.7548,-0.8118,0.00931,292.32,1
0.2697,0.3047,0.2314,0.4603,-0.1367,0.1076,0.07335,301.99,0
0.1336,0.2516,0.2469,0.5176,-0.0095,-0.1235,0.05202,308.89,0
0.0592,0.0153,0.0124,0.0052,-0.1017,0.4992,0.00335,293.65,2
0.1527,0.2036,0.1204,0.275,-0.2566,0.1933,0.12288,307.86,0
0.2123,0.2398,0.295,0.4792,0.1031,-0.1323,0.03211,310.18,0
0.2466,0.2353,0.2098,0.4752,-0.0573,0.069,0.07746,295.08,0
0.0828,0.0309,0.0216,0.0084,-0.1777,0.4498,0.00131,296.98,2
0.2246,0.2739,0.2047,0.2924,-0.1446,0.0982,0.02479,313.44,0
0.0337,0.0337,0.8082,0.298,0.9199,-0.9199,0.0076,300.06,1
0.0359,0.034,0.4272,0.1756,0.8524,-0.8488,0.02426,297.2,1
0.0286,0.072,0.8082,0.2801,0.8365,-0.8829,0.00537,297.7,1
0.0658,0.0577,0.4295,0.1663,0.763,-0.7486,0.04534,295.23,1
0.1527,0.2818,0.2512,0.3072,-0.0574,-0.0725,0.0455,302.19,0
0.0721,0.0781,0.3638,0.1898,0.6465,-0.6578,0.0345,294.18,1
0.2841,0.3107,0.1436,0.3154,-0.3679,0.3488,0.04853,313.84,0
0.0338,0.0385,0.3209,0.1777,0.7855,-0.7973,0.05013,295.18,1
0.2782,0.1164,0.0265,0.0186,-0.6291,0.7632,0.00199,294.29,2
0.2172,0.3419,0.4123,0.3757,0.0933,-0.1918,0.07872,305.96,0
0.2399,0.3249,0.2884,0.2931,-0.0596,-0.0104,0.03298,308.94,0
0.1489,0.2742,0.3292,0.4992,0.0911,-0.2175,0.05453,309.89,0
0.2193,0.295,0.3757,0.2677,0.1203,-0.1873,0.02634,309.88,0
0.0355,0.0504,0.4836,0.1025,0.8112,-0.8368,0.03428,291.01,2
0.0627,0.0304,0.7748,0.1894,0.9245,-0.8867,0.04187,295.61,1
0.1809,0.0628,0.5021,0.4271,0.7775,-0.6094,0.05802,306.88,0
0.2576,0.2558,0.3056,0.23,0.0886,-0.0869,0.10643,301.91,0
0.2059,0.3801,0.3457,0.2886,-0.0474,-0.0825,0.04517,300.37,0
0.0779,0.0214,0.0282,0.0071,0.1375,0.2751,0.00638,292.82,0
0.0442,0.0396,0.414,0.1101,0.8253,-0.8161,0.0411,300.81,1
0.1368,0.0718,0.4313,0.3971,0.7147,-0.6106,0.05279,314.35,0
0.0518,0.0565,0.7191,0.2662,0.8543,-0.86,0.05346,293.64,1
0.1879,0.313,0.2356,0.3023,-0.1412,0.0306,0.07379,303.23,0
0.3271,0.2727,0.4323,0.3539,0.2265,-0.1808,0.10541,310.42,0
0.3478,0.2674,0.5326,0.4205,0.3315,-0.2678,0.05348,302.61,0
0.1393,0.2641,0.2421,0.3645,-0.0434,-0.091,0.04863,298.29,0
0.1217,0.0894,0.355,0.5135,0.5978,-0.5416,0.05217,312.91,0
0.1684,0.3285,0.3397,0.3557,0.0169,-0.1552,0.06228,305.04,1
0.32,0.2034,0.1608,0.371,-0.1169,0.2387,0.03308,304.84,0
0.2865,0.4304,0.2584,0.2405,-0.2496,0.1621,0.06069,302.29,0
0.0509,0.0375,0.6761,0.1171,0.895,-0.8774,0.00456,293.05,1
0.0543,0.0666,0.6049,0.1774,0.8016,-0.8183,0.0339,287.3,1
0.0774,0.034,0.0108,0.0046,-0.5174,0.6749,0.00202,296.72,2
0.1172,0.3979,0.264,0.1757,-0.2023,-0.0124,0.05752,311.41,0
0.0635,0.0494,0.2851,0.1813,0.7047,-0.6694,0.02174,297.68,1
0.2167,0.3108,0.2345,0.274,-0.14,0.0587,0.06502,306.91,0
0.2564,0.2065,0.3377,0.3707,0.2411,-0.1867,0.08632,300.47,0
0.3391,0.4366,0.2268,0.3652,-0.3162,0.262,0.05128,306.7,0
0.2315,0.2983,0.1928,0.4252,-0.2148,0.1575,0.06892,305.38,0
0.1726,0.1486,0.2607,0.3531,0.2738,-0.2376,0.05796,315.85,0
0.1392,0.0208,0.0074,0.0059,-0.4733,0.8303,0.00924,293.33,2
0.271,0.372,0.3483,0.3043,-0.0328,-0.04,0.06116,302.24,0
0.055,0.0177,0.036,0.0069,0.341,0.0052,0.00697,293.78,2
0.0386,0.0653,0.3519,0.2042,0.6869,-0.7428,0.01858,290.15,1
0.394,0.2151,0.4556,0.47,0.3587,-0.1988,0.05825,300.59,0
0.23,0.2369,0.2083,0.3126,-0.0643,0.0571,0.09556,310.23,0
0.3842,0.1794,0.373,0.3263,0.3506,-0.1394,0.0803,299.44,0
0.1671,0.4488,0.4148,0.4788,-0.0394,-0.1479,0.05946,295.27,0
0.3779,0.4551,0.221,0.3042,-0.3462,0.3066,0.08308,306.24,0
0.3173,0.4345,0.2567,0.494,-0.2573,0.1885,0.03574,299.59,0
0.25,0.1994,0.2051,0.4023,0.014,0.0456,0.04395,303.64,0
0.0799,0.031,0.0325,0.0044,0.0244,0.2609,0.00964,290.71,2
0.2183,0.2367,0.663,0.3892,0.4738,-0.489,0.09648,305.28,0
0.3478,0.2482,0.2059,0.2905,-0.0931,0.1827,0.06607,305.36,0
0.3359,0.2015,0.2217,0.2946,0.0478,0.0958,0.02829,306.39,0
0.0256,0.0446,0.8402,0.1226,0.8991,-0.9198,0.07013,295.04,1
0.0884,0.099,0.6337,0.1321,0.7297,-0.7423,0.07685,298.17,1
0.0299,0.0524,0.4259,0.1091,0.7808,-0.8237,0.01584,296.99,1
0.2086,0.3104,0.2591,0.4071,-0.0902,0.0009,0.08632,305.91,2
0.3195,0.324,0.1694,0.3487,-0.3135,0.3103,0.02804,307.74,2
0.2811,0.2479,0.47,0.1858,0.3093,-0.2797,0.0717,308.23,0
0.0972,0.0169,0.0155,0.0029,-0.0419,0.5723,0.01249,294.01,2
0.0461,0.0347,0.415,0.1508,0.8458,-0.8227,0.01974,291.65,1
0.3018,0.2451,0.1915,0.5506,-0.1229,0.1763,0.12157,301.64,0
0.0252,0.0408,0.8089,0.1872,0.904,-0.9216,0.02765,294.59,1
0.0312,0.054,0.7825,0.1716,0.871,-0.8968,0.01824,300.58,1
0.1403,0.1142,0.022,0.0084,-0.6767,0.7049,0.01359,298.52,2
0.1564,0.0155,0.0158,0.0126,0.0106,0.6891,0.01305,298.92,2
0.1093,0.0314,0.032,0.0038,0.01,0.3745,0.0014,294.93,2
0.0898,0.0458,0.2681,0.1477,0.708,-0.5962,0.00927,295.67,1
0.2375,0.3437,0.4211,0.3734,0.1012,-0.1833,0.13792,309.05,2
0.2837,0.1062,0.0242,0.0095,-0.6283,0.7788,0.01515,297.59,2
0.0935,0.2973,0.2368,0.3671,-0.1133,-0.0958,0.11699,313.8,0
0.0482,0.0544,0.6609,0.159,0.8478,-0.8559,0.00599,289.37,1
0.0434,0.0577,0.7756,0.1282,0.8614,-0.8775,0.03113,291.5,1
0.0716,0.0323,0.0192,0.0024,-0.2556,0.461,0.00466,294.19,2
0.3112,0.1287,0.471,0.4903,0.5708,-0.3633,0.09181,302.79,0
0.1846,0.1344,0.0171,0.0066,-0.7746,0.8066,0.00363,299.11,2
0.216,0.2931,0.1514,0.2398,-0.3187,0.254,0.06118,302.06,0
0.3317,0.1755,0.2194,0.3664,0.1111,0.0723,0.09148,312.03,0
0.1289,0.3051,0.2934,0.3031,-0.0194,-0.1498,0.097,309.73,0
0.3119,0.2771,0.6106,0.3933,0.3757,-0.3492,0.11083,302.05,0
0.0455,0.0611,0.7083,0.1561,0.8411,-0.86,0.00814,293.04,1
0.055,0.099,0.4054,0.1127,0.6074,-0.6807,0.02434,296.01,1
0.03,0.0342,0.4049,0.1974,0.8441,-0.8529,0.01623,294.78,1
0.0675,0.056,0.4116,0.2334,0.7604,-0.7391,0.04614,291.95,1
0.2763,0.1566,0.0119,0.006,-0.8585,0.8956,0.00556,296.34,2
0.0864,0.0599,0.4589,0.1596,0.7691,-0.725,0.04146,292.87,1
0.2767,0.3143,0.2248,0.2788,-0.166,0.136,0.0911,304.75,0
0.2542,0.1005,0.0096,0.0026,-0.8263,0.8977,0.00135,292.67,2
0.3313,0.3729,0.3489,0.3874,-0.0332,0.0045,0.02117,306.28,0
0.062,0.0481,0.786,0.1367,0.8846,-0.8691,0.02182,293.26,1
0.1761,0.2443,0.1892,0.3897,-0.127,0.0525,0.0476,307.33,0
0.074,0.1006,0.7474,0.1507,0.7627,-0.7908,0.04526,293.86,1
0.0454,0.0565,0.3521,0.0945,0.7234,-0.7472,0.01698,297.83,1
0.1186,0.3088,0.1401,0.3249,-0.376,0.2082,0.04267,301.78,0
0.3088,0.2755,0.2698,0.3929,-0.0105,0.0399,0.06756,305.39,0
0.1813,0.3043,0.2106,0.2626,-0.1819,0.0709,0.17538,307.19,0
0.0556,0.0475,0.8163,0.1369,0.8901,-0.8812,0.03202,290.83,1
0.0469,0.0305,0.7562,0.1993,0.9224,-0.9026,0.01468,291.21,1
0.0525,0.0545,0.8043,0.1645,0.873,-0.8753,0.03411,292.38,1
0.046,0.0863,0.8358,0.1493,0.8128,-0.8532,0.0086,297.59,1
0.1742,0.339,0.3426,0.5186,0.0053,-0.1436,0.06945,303.81,0
0.1666,0.0622,0.0075,0.012,-0.7854,0.8772,0.02205,297.46,2
0.3305,0.2909,0.2284,0.2906,-0.1204,0.1527,0.0786,300.87,0
0.232,0.2539,0.4535,0.5036,0.2822,-0.3023,0.07562,300.92,0
0.0602,0.0324,0.3363,0.0914,0.8243,-0.7581,0.0583,293.4,1
0.027,0.0553,0.7422,0.139,0.8612,-0.8949,0.0348,290.62,1
0.0349,0.0344,0.8203,0.1586,0.9194,-0.9189,0.0207,299.31,1
0.2329,0.2962,0.2328,0.322,-0.1199,0.0639,0.04032,297.87,0
0.2926,0.3741,0.1316,0.3148,-0.4795,0.4338,0.08795,310.06,0
0.0678,0.0554,0.7236,0.1249,0.8578,-0.8431,0.0406,296.16,1
0.1384,0.2177,0.1813,0.3305,-0.0913,-0.009,0.05957,307.84,0
0.1584,0.1866,0.4217,0.4178,0.3865,-0.4194,0.12545,303.13,0
0.3235,0.3493,0.367,0.5319,0.0247,-0.0435,0.0684,301.1,0
0.2108,0.1247,0.0209,0.0128,-0.7131,0.7786,0.00301,295.56,2
0.0499,0.0742,0.696,0.1804,0.8074,-0.8363,0.01671,296.98,1
0.2009,0.2697,0.2499,0.2559,-0.0382,-0.03,0.07719,300.82,0
0.1013,0.0415,0.7286,0.1978,0.8922,-0.8215,0.00474,293.36,1
0.0431,0.0658,0.3707,0.2053,0.6986,-0.7439,0.03403,297.61,1
0.0674,0.0313,0.7793,0.1726,0.9227,-0.8809,0.00803,301.63,1
0.0481,0.061,0.5196,0.2338,0.7898,-0.8099,0.01838,298.68,1
0.2134,0.1067,0.023,0.0033,-0.646,0.7492,0.00124,294.17,2
0.2056,0.2582,0.2362,0.4689,-0.0444,-0.0093,0.12671,302.9,0
0.0376,0.0676,0.7949,0.14,0.8433,-0.8759,0.1,299.22,1
0.1804,0.1387,0.4205,0.3813,0.5039,-0.4498,0.11417,302.7,0
0.2937,0.2559,0.2972,0.405,0.0747,-0.0392,0.04843,310.9,0
0.0701,0.0719,0.7083,0.1163,0.8157,-0.8178,0.02778,297.52,1
0.2533,0.1718,0.3947,0.4657,0.3936,-0.3,0.03007,304.59,0
0.1327,0.3005,0.2464,0.5188,-0.0988,-0.0646,0.08783,307.63,0
0.0811,0.0235,0.0074,0.0149,-0.5195,0.7512,0.00593,298.56,2
0.0601,0.0395,0.7778,0.0836,0.9035,-0.8797,0.04153,290.6,1
0.1963,0.1518,0.2309,0.4612,0.2069,-0.1405,0.10904,303.82,0
0.0489,0.0296,0.3633,0.159,0.8494,-0.8051,0.03388,296.34,1
0.0556,0.0484,0.3536,0.0753,0.7592,-0.7437,0.02253,294.27,1
0.1383,0.021,0.0065,0.0131,-0.5268,0.849,0.00268,292.42,2
0.0282,0.0534,0.4395,0.1683,0.7835,-0.8301,0.02705,293.34,2
0.0309,0.0261,0.7709,0.1092,0.9346,-0.9287,0.02582,291.13,1
0.2416,0.3174,0.204,0.416,-0.2174,0.156,0.05016,303.66,0
0.0789,0.0164,0.034,0.0144,0.3495,0.1666,0.00473,295.84,2
0.0557,0.0477,0.7989,0.1373,0.8873,-0.8785,0.00507,293.49,1
0.4351,0.2982,0.2025,0.3091,-0.1912,0.2885,0.04208,304.55,0
0.2843,0.2566,0.2674,0.4412,0.0207,0.0057,0.03932,301.77,0
0.0289,0.0575,0.7545,0.2281,0.8583,-0.8916,0.0786,299.8,1
0.2917,0.1863,0.2583,0.3817,0.162,-0.0389,0.04556,303.38,0
0.1076,0.0192,0.0083,0.0029,-0.3963,0.7687,0.00585,292.07,2
0.0217,0.0372,0.3008,0.104,0.7797,-0.8215,0.03466,297.05,1
0.2999,0.2627,0.1641,0.3769,-0.2311,0.2632,0.03992,301.57,0
0.1463,0.3114,0.2785,0.3203,-0.0557,-0.098,0.05843,304.92,0
0.0581,0.0433,0.8068,0.1008,0.8982,-0.8818,0.0264,295.58,1
0.0498,0.0622,0.7635,0.1081,0.8494,-0.8634,0.02107,296.86,1
0.0472,0.0442,0.7935,0.1403,0.8944,-0.8911,0.06175,293.17,1
0.251,0.1709,0.3143,0.3449,0.2954,-0.1967,0.03924,305.04,0
0.282,0.1252,0.4151,0.4834,0.5364,-0.3418,0.06733,302.84,0
0.0561,0.0466,0.7552,0.1103,0.8837,-0.8726,0.02196,295.34,0
0.2172,0.2383,0.2831,0.5325,0.0859,-0.1083,0.0371,312.65,0
0.1773,0.3649,0.2951,0.4023,-0.1058,-0.0424,0.04873,306.73,0
0.3333,0.3112,0.2456,0.3063,-0.1179,0.135,0.03338,306.68,0
0.2564,0.436,0.3013,0.3427,-0.1827,0.0694,0.04621,302.45,1
0.2601,0.0691,0.44,0.3824,0.7284,-0.4555,0.08786,297.19,0
0.1414,0.2131,0.3973,0.3568,0.3018,-0.383,0.07507,316.84,0
0.361,0.1955,0.4773,0.3566,0.4188,-0.2635,0.10049,302.36,0
0.2592,0.2315,0.2208,0.2337,-0.0237,0.0527,0.05768,307.7,0
0.3995,0.314,0.2909,0.4147,-0.0382,0.1017,0.04594,299.25,2
0.0493,0.0503,0.4744,0.1765,0.8082,-0.8099,0.03783,300.62,1
0.3135,0.2489,0.3086,0.5036,0.107,-0.0464,0.06632,304.66,0
0.1092,0.4571,0.2705,0.3605,-0.2565,0.0229,0.06055,308.83,0
0.0631,0.0322,0.7652,0.1897,0.9193,-0.8828,0.02889,294.21,1
0.2607,0.1866,0.5311,0.3962,0.48,-0.4074,0.05711,302.73,0
0.0662,0.0384,0.3991,0.2662,0.8245,-0.7682,0.03705,295.98,1
0.0413,0.0501,0.7804,0.1406,0.8794,-0.8894,0.04745,294.95,1
0.0437,0.052,0.7927,0.1563,0.877,-0.8862,0.02651,294.07,1
0.109,0.0148,0.0319,0.0111,0.365,0.3202,0.00103,300.35,2
0.1076,0.416,0.3461,0.4042,-0.0917,-0.1387,0.07277,304.17,0
0.1224,0.1909,0.2241,0.3004,0.0798,-0.177,0.08835,303.07,0
0.1683,0.4054,0.2708,0.3415,-0.1991,0.0288,0.10171,308.61,0
0.2528,0.3003,0.1609,0.3072,-0.3021,0.2642,0.0411,309.89,0
0.064,0.0322,0.0225,0.0061,-0.1769,0.362,0.00607,297.97,2
0.1212,0.0214,0.0162,0.0106,-0.1384,0.6301,0.01827,292.9,2
0.0282,0.0937,0.3458,0.1287,0.5735,-0.7002,0.01052,296.88,2
0.3051,0.1866,0.1889,0.429,0.0059,0.1311,0.03497,300.94,0
0.239,0.2987,0.2266,0.424,-0.1372,0.0853,0.07252,306.04,0
0.0541,0.0537,0.8048,0.1881,0.8749,-0.8744,0.0165,294.92,1
0.1686,0.2427,0.3873,0.2473,0.2296,-0.3064,0.05859,303.79,0
0.1686,0.1273,0.2365,0.4573,0.3004,-0.2304,0.07869,301.31,0
0.2644,0.3743,0.3415,0.2823,-0.0458,-0.0336,0.12702,312.63,0
0.1823,0.2869,0.137,0.479,-0.3536,0.2627,0.06778,303.91,0
0.0621,0.0559,0.759,0.1545,0.8629,-0.8558,0.02461,289.31,1
0.0611,0.0672,0.355,0.1183,0.6816,-0.6938,0.01589,292.83,1
0.098,0.054,0.7243,0.066,0.8612,-0.8101,0.01049,291.45,2
0.1853,0.2187,0.2978,0.2811,0.1531,-0.1917,0.08656,302.69,0
0.2535,0.3537,0.3146,0.3504,-0.0585,-0.0178,0.03414,307.4,0
0.0333,0.0312,0.7101,0.1434,0.9158,-0.9131,0.01001,295.7,2
0.1525,0.273,0.2696,0.2632,-0.0063,-0.1178,0.03783,309.36,0
0.0383,0.0451,0.7359,0.1926,0.8846,-0.8928,0.01207,289.96,1
0.2279,0.1768,0.442,0.5145,0.4287,-0.3719,0.09938,307.51,0
0.1359,0.1167,0.5599,0.2627,0.6551,-0.6318,0.02875,299.38,0
0.1753,0.1019,0.0199,0.0149,-0.6734,0.7491,0.01294,296.77,2
0.053,0.0405,0.3512,0.2357,0.793,-0.7649,0.02427,293.9,1
0.0922,0.4728,0.2798,0.4532,-0.2564,0.0048,0.03901,302.25,0
0.2652,0.2859,0.1429,0.4779,-0.3334,0.3169,0.06382,310.59,0
0.0259,0.0325,0.7465,0.084,0.9166,-0.9248,0.02831,294.33,1
0.2051,0.233,0.1873,0.351,-0.1087,0.0781,0.01785,296.35,0
0.0534,0.0363,0.7821,0.1987,0.9114,-0.8916,0.0155,293.76,2
0.2018,0.2642,0.3112,0.3001,0.0816,-0.1437,0.10402,302.62,0
0.1049,0.2589,0.4981,0.4291,0.316,-0.465,0.08787,303.97,0
0.0784,0.0132,0.0151,0.0087,0.0672,0.5047,0.01447,292.54,2
0.0537,0.063,0.8264,0.0862,0.8584,-0.8682,0.02283,292.57,1
0.1897,0.3011,0.307,0.374,0.0098,-0.1116,0.08755,305.47,0
0.0477,0.0274,0.4928,0.1905,0.8946,-0.8583,0.02925,295.73,1
0.0392,0.0655,0.8059,0.2431,0.8497,-0.878,0.02294,295.48,1
0.2678,0.4457,0.1973,0.5298,-0.3863,0.2877,0.11053,310.67,0
