egt_c,cit_c,tbmt_c,brg_c,ics_c,lube_c,amb_c,op_state
497.85,19.34,810.39,82.71,594.9427216912703,61.45,15.63,0
533.96,23.41,855.17,68.54,,52.02,28.69,0
961.8994539677967,16.86,1028.28,144.28,,116.71,19.12,2
529.82,24.2,853.85,74.15,294.96,58.51,22.37,0
578.88,21.21,900.0,112.88,374.0,94.12,22.17,1
493.03,25.56,793.45,94.97,270.0,76.27,20.84,0
524.44,29.21,904.11,84.78,301.24,58.51,30.49,0
507.11,31.91,833.66,74.47,286.68,53.73,33.56,0
541.75,20.75,900.0,91.44,321.18,65.26,17.34,1
523.33,23.75,816.7,72.33,304.82,56.8,24.23,0
541.7,20.38,890.53,74.14,313.3,50.29,18.18,0
584.75,,953.07,76.0,311.5,60.0,29.74,1
663.8,12.72,1104.21,123.68,395.6,101.69,8.17,1
508.06,25.26,843.19,76.86,309.39,66.34,21.85,0
620.24,27.43,1080.55,98.22,371.26,80.0,25.68,2
620.62,37.48,1061.22,112.9,395.33,86.47,35.38,2
588.63,27.82,,91.27,349.02,63.09,28.94,1
553.3,23.81,933.39,83.18,335.13,70.39,23.08,1
553.93,11.48,900.0,,350.09,66.48,17.79,1
537.16,19.23,897.39,77.42,299.66,58.62,22.42,0
534.83,8.51,887.14,87.41,305.11,67.33,7.38,0
572.75,28.01,933.93,97.18,327.79,74.44,27.45,1
527.62,13.42,,95.75,320.87,61.33,20.02,0
558.32,19.25,,77.68,325.7,66.47,21.44,1
529.99,21.02,876.62,78.06,304.35,54.67,21.32,0
535.34,20.25,864.68,71.29,312.63,54.59,18.69,0
540.55,23.21,831.94,74.41,291.0,51.16,25.59,0
100.57109837304927,27.82,900.06,73.65,296.77,61.48,32.41,0
524.97,13.3,862.94,,286.03,55.26,14.18,0
591.51,21.81,972.78,85.62,356.46,68.28,26.41,1
547.5,45.0,900.0,84.69,369.26,69.63,44.23,1
558.67,25.27,844.21,64.95,331.65,52.07,23.63,0
518.05,18.42,863.54,80.55,286.51,61.69,15.01,0
639.0,19.56,1077.06,,397.84,84.33,18.35,2
521.22,15.58,840.48,73.35,,54.44,9.95,0
503.59,22.84,823.11,88.56,286.13,54.39,18.77,0
573.52,23.66,901.96,99.61,359.68,66.45,25.38,1
566.44,28.55,977.87,90.78,343.21,69.91,30.29,1
511.55,39.71,771.93,,282.77,53.02,39.32,0
548.83,16.5,915.77,66.46,294.0,44.26,17.33,0
622.7,25.22,1046.07,126.09,385.61,108.95,27.96,2
618.59,18.63,1075.94,117.52,371.23,80.0,16.04,2
576.14,23.11,918.0,88.98,378.02,70.11,21.59,1
623.58,20.88,,118.1,385.75,80.0,25.27,2
558.24,27.91,913.82,97.8,347.46,92.09,28.1,1
514.15,15.68,,76.62,,63.54,22.42,0
610.32,16.59,1020.41,97.22,379.16,80.0,19.3,2
585.92,17.42,932.21,89.35,352.35,65.56,19.67,1
513.27,19.22,807.43,68.73,287.82,61.31,17.07,0
599.57,26.03,1020.0,80.68,340.62,60.0,27.94,1
580.0,9.43,980.0,99.74,345.0,80.0,11.6,2
562.81,27.35,926.9,69.9,325.96,49.85,27.6,0
523.6,26.51,858.44,72.96,300.48,60.74,22.93,0
530.0,22.18,900.0,91.21,321.51,60.0,18.64,1
519.43,29.47,820.43,74.24,298.2,57.75,29.53,0
518.43,12.84,818.65,78.2,279.7,46.53,12.0,0
530.75,28.58,851.03,83.09,,60.72,25.17,0
511.8,28.71,799.64,80.3,292.86,51.57,28.88,0
494.63,23.29,769.14,76.55,289.33,59.74,26.69,0
600.85,20.81,1019.47,98.06,367.95,80.0,19.31,2
571.48,5.97,933.96,95.23,340.89,79.46,6.76,1
664.08,37.05,1174.2,,433.09,107.05,6.87,3
610.24,29.95,1021.26,104.38,,80.0,30.73,2
604.76,15.89,,102.62,377.56,90.0,17.04,2
688.76,26.68,1120.0,139.93,394.7,95.99,29.5,2
584.04,13.1,948.0,83.26,367.5,72.67,15.61,1
511.91,26.19,828.34,67.68,294.84,54.63,25.88,0
575.14,14.57,922.61,,370.33,67.97,14.54,1
608.87,26.85,980.0,110.91,380.41,80.0,25.44,2
492.08,15.56,827.25,64.24,288.91,38.34,12.78,0
564.2,25.17,937.07,82.94,327.85,62.5,26.33,1
78.6,24.61,43.51,13.02,42.04,-17.56,22.32,3
552.23,33.61,915.09,89.88,319.64,72.23,,1
483.88,21.59,787.38,79.74,277.5,60.85,20.9,0
516.72,37.53,850.47,72.14,307.63,48.59,36.0,0
532.07,15.32,889.0,72.08,31.26512980333639,51.48,20.51,0
615.32,22.82,,127.78,360.48,107.88,30.11,2
520.71,9.88,868.41,88.0,25.215952750786816,60.91,7.32,0
699.79,28.81,1106.82,,359.84,139.6,14.65,3
530.0,19.96,,91.21,330.2,60.0,20.49,1
546.39,19.68,868.12,61.14,312.53,44.59,21.89,0
644.05,30.96,1115.72,134.07,380.51,100.08,34.4,2
532.6,12.35,869.54,83.94,330.64,48.86,12.9,0
524.07,33.29,865.65,82.64,308.36,58.87,31.39,0
504.34,14.95,810.67,63.03,307.64,36.73,11.0,0
627.67,19.85,1084.78,100.35,359.79,80.0,17.63,2
650.94,32.04,1060.56,125.53,412.17,92.58,29.23,2
119.08055635341081,8.73,946.98,84.89,352.36,60.0,6.64,1
571.59,18.26,980.98,99.24,332.35,87.19,18.97,1
548.78,30.53,900.0,95.28,333.07,63.17,29.41,1
644.15,18.16,,110.77,,85.35,22.1,2
588.24,34.62,980.0,110.78,360.33,81.38,35.95,2
643.24,30.52,1078.7,144.44,410.1,102.58,24.56,1
495.08,22.79,777.86,85.18,277.96,60.38,23.09,0
522.67,13.58,878.83,78.73,311.63,50.6,11.92,0
534.88,21.2,875.4,80.24,321.22,65.26,20.16,0
496.33,12.3,1330.101757464016,73.67,274.91,58.17,10.29,0
553.47,23.14,910.5,68.05,330.25,41.12,19.13,0
521.24,19.86,779.54,72.98,294.66,47.88,22.27,0
567.93,27.36,903.44,93.54,328.78,72.69,32.27,1
537.91,22.67,867.65,89.85,331.49,64.31,25.06,0
642.45,24.93,1033.07,111.01,419.42,80.0,23.59,2
561.39,20.26,913.47,97.2,341.36,66.71,23.64,1
546.8,22.76,900.0,91.47,339.58,66.17,18.06,1
,21.56,921.66,78.33,323.19,60.05,14.58,0
101.84000863625592,26.17,861.99,73.43,304.44,50.05,25.34,0
554.61,17.65,899.6,91.85,325.15,77.11,20.05,0
501.12,27.59,839.58,77.05,306.89,54.81,30.43,0
564.83,8.26,958.85,87.44,340.3,60.0,6.04,1
590.56,24.39,932.04,111.01,376.57,100.0,21.92,1
502.89,11.9,817.79,79.22,274.0,50.81,8.78,1
511.56,14.67,813.05,75.91,,51.17,12.3,0
517.53,20.64,779.62,56.61,292.95,41.04,23.71,0
532.5,22.52,878.9,84.76,323.2,59.51,23.93,0
570.83,29.28,908.97,106.16,338.24,78.0,26.71,1
602.42,25.79,1009.65,137.95,380.14,87.78,31.51,2
538.72,16.88,869.62,79.7,298.72,55.45,12.06,0
646.33,20.22,997.39,96.75,356.7,84.53,21.97,2
527.29,31.1,821.45,81.55,300.42,47.99,31.1,0
530.0,37.3,900.0,76.77,310.0,60.0,39.47,1
651.7,20.75,1120.0,104.12,391.34,80.54,20.83,2
534.33,22.39,,74.96,299.75,45.52,24.59,0
524.6,31.67,852.95,68.6,302.55,47.24,32.99,0
552.8,40.45,916.86,88.69,335.78,60.0,42.03,1
545.75,22.55,900.0,105.33,312.52,80.3,18.46,1
492.49,28.21,,58.64,300.83,,26.15,0
543.35,21.74,914.42,76.98,319.04,58.7,17.97,0
497.77,24.53,,66.38,285.67,56.32,21.86,0
551.55,10.46,882.14,67.73,,55.58,14.6,0
544.56,35.31,896.94,85.63,301.4,68.21,35.32,0
550.03,12.64,900.0,110.71,366.93,69.62,13.03,1
519.6,23.68,833.47,85.96,309.18,68.43,20.03,0
559.13,21.74,,90.02,343.46,61.94,,1
704.72,25.67,1181.88,171.03,446.39,142.28,21.03,3
520.94,20.73,818.3,59.32,316.08,40.16,23.26,0
567.78,28.86,981.05,83.85,333.94,62.54,29.32,1
555.9,25.45,935.21,87.49,356.6,67.35,26.03,1
488.2,22.84,771.01,69.17,,52.92,22.64,0
516.84,16.1,837.68,67.49,301.63,54.12,17.06,0
547.23,39.22,900.0,92.73,316.33,80.35,40.14,1
521.1,9.52,819.94,68.91,293.46,43.17,3.74,0
628.71,32.1,,96.05,408.57,80.0,28.95,2
623.96,23.69,1057.81,125.75,387.6,91.52,18.76,2
584.61,25.09,999.1,112.47,348.47,87.07,26.0,2
654.79,26.24,1118.13,115.53,392.84,80.0,29.31,2
589.18,25.43,1020.0,82.0,355.67,60.0,28.94,1
550.72,25.23,900.0,101.0,322.21,81.64,24.57,0
479.95,7.56,776.44,71.27,270.0,45.91,3.48,0
624.15,30.78,,104.82,379.55,85.47,34.55,2
553.55,18.61,,71.14,313.94,57.32,22.98,0
602.36,34.93,1032.51,113.96,358.51,91.51,32.29,2
637.69,19.07,1066.53,91.84,386.68,80.0,22.17,2
596.35,18.21,979.86,92.9,342.71,60.0,16.29,1
642.08,27.81,991.23,114.63,377.43,80.0,26.41,2
562.44,23.27,900.0,76.69,335.67,60.0,22.57,1
553.56,10.27,904.89,87.55,352.3,64.3,14.23,1
573.46,18.15,947.12,100.38,345.81,68.05,19.25,1
639.54,34.96,1250.6,163.76,471.33,111.1,24.53,2
531.01,21.91,,73.61,306.76,65.27,27.96,0
522.59,21.52,840.32,61.18,288.03,44.39,26.47,0
511.15,21.01,887.24,77.19,301.97,57.14,18.8,0
557.59,22.09,902.89,76.21,321.39,55.12,22.0,0
620.49,22.8,1080.88,119.67,396.61,82.38,19.82,2
674.89,31.85,1120.0,107.46,,80.0,29.08,2
512.15,16.09,836.96,84.92,290.24,59.28,19.25,0
653.4,31.25,1201.11,173.21,507.77,157.58,31.91,3
520.53,27.97,835.82,74.43,301.54,50.55,25.12,0
508.84,32.94,803.07,80.65,300.34,47.06,33.05,0
560.05,22.47,924.75,102.46,333.9,79.12,24.28,1
531.78,22.16,868.27,77.56,308.23,66.12,27.93,0
532.83,29.38,869.37,84.22,335.99,57.33,28.91,0
574.65,21.84,964.93,82.24,361.59,60.0,24.14,1
567.79,19.99,924.99,81.46,309.73,70.4,22.22,0
588.73,25.12,951.21,104.39,356.35,73.21,24.23,1
594.14,27.15,961.55,84.39,,63.47,25.08,1
515.28,29.75,795.34,69.72,291.08,50.91,33.08,0
526.18,22.85,861.79,80.47,317.83,52.0,22.66,0
613.23,23.63,992.46,106.53,373.24,80.0,25.53,2
611.51,26.54,1006.1,113.18,345.0,96.27,27.95,2
512.21,18.52,853.15,68.84,290.9,51.96,18.18,0
571.37,27.34,947.76,233.63476839157917,332.17,68.69,27.31,1
582.2,37.12,,79.13,,60.0,35.09,1
544.59,10.65,912.26,70.45,300.65,51.74,15.16,0
616.11,22.3,1031.88,105.38,,89.89,25.2,2
513.83,17.95,832.43,82.08,310.27,57.36,15.66,0
566.48,11.83,933.64,104.4,363.28,69.99,11.22,1
530.64,23.09,863.75,68.08,296.9,49.25,23.95,0
485.66,30.98,,75.85,275.39,53.95,35.04,0
545.72,27.96,900.0,92.65,327.68,65.33,24.81,1
570.45,19.09,950.41,89.37,342.43,64.39,20.9,1
549.45,19.68,923.82,102.52,331.12,77.34,20.12,1
600.8,13.76,1023.75,143.49,345.0,119.83,17.67,2
583.57,28.06,943.26,89.89,345.81,65.81,27.69,1
511.79,30.84,826.42,77.94,289.96,61.22,34.74,0
565.59,19.05,,80.82,330.4,60.0,24.33,1
614.48,26.85,1007.45,142.99,,110.66,23.03,2
572.07,37.79,972.03,100.13,344.03,87.89,40.07,1
112.68,9.82,79.94,-18.09,32.65,15.79,33.89,3
616.15,27.62,,121.34,371.37,98.3,27.92,2
536.44,14.0,889.44,82.67,303.35,57.51,14.18,0
560.43,22.53,902.93,81.06,318.15,53.71,17.75,0
592.82,0.0,980.0,119.12,,81.3,-3.85,1
674.81,35.13,1374.1187670001336,141.37,505.58,135.46,43.37,3
544.99,12.59,862.55,74.93,301.29,59.19,11.93,0
524.33,17.51,828.46,71.93,292.21,50.03,16.53,0
520.99,27.08,799.04,85.12,309.58,58.47,24.65,0
540.15,19.22,877.02,74.28,,58.1,19.75,0
547.14,14.7,875.57,77.81,313.02,58.59,16.08,0
578.44,21.07,964.33,101.07,373.25,79.88,21.93,1
492.1,12.57,784.25,73.4,,52.03,8.43,0
524.33,23.14,826.53,76.13,291.15,63.75,26.78,0
598.86,27.77,997.72,90.78,,80.0,26.52,2
531.67,24.41,842.63,82.74,316.34,,25.26,0
533.28,25.46,900.0,99.64,325.19,73.64,26.95,1
556.81,29.88,905.61,,338.2,43.13,28.51,0
648.44,27.74,1107.73,109.89,395.1,80.0,25.02,2
493.27,24.94,846.4,69.43,297.01,62.76,24.86,0
559.04,19.54,962.68,98.27,336.37,66.35,16.78,1
494.07,27.62,789.15,78.15,280.43,60.6,28.38,0
530.0,24.73,900.0,75.0,,60.0,27.5,1
572.19,31.1,905.25,,354.98,66.23,31.15,1
553.28,23.12,931.88,90.3,,60.0,21.12,1
524.17,24.27,852.02,81.2,314.14,61.5,21.24,0
550.21,12.52,,84.86,315.28,50.57,11.75,0
514.31,16.14,807.39,88.02,,58.6,19.21,0
631.98,33.74,1074.76,108.07,392.78,97.44,37.08,2
546.47,24.51,878.85,79.12,316.82,55.59,22.61,0
562.74,18.29,879.52,71.05,323.32,62.27,17.3,0
590.65,31.66,1000.4,126.66,345.0,91.87,31.37,2
66.65,1.14,73.64506347646966,-11.05,85.44,-8.22,37.9,3
605.17,28.22,1020.0,109.99,,86.34,25.44,1
613.14,23.93,1030.64,104.52,,80.0,19.98,2
666.09,24.29,1078.78,132.51,377.47,108.44,22.49,2
582.79,30.38,1003.07,95.03,339.3,64.96,29.86,1
526.85,24.99,858.1,76.53,303.39,51.18,20.62,0
528.35,23.17,880.32,73.72,303.98,53.54,18.04,0
551.23,26.02,900.0,94.46,310.0,76.43,27.29,1
603.98,17.3,1041.38,123.64,374.74,86.58,19.0,2
615.85,25.07,980.0,120.33,,80.0,25.16,2
544.56,32.45,856.8,78.33,290.03,64.37,38.31,0
575.89,28.71,,76.36,367.18,61.15,30.16,1
513.71,23.69,813.44,85.47,313.22,53.41,21.83,0
532.33,18.62,856.83,63.08,306.35,44.31,17.62,0
564.55,23.83,911.32,98.01,320.23,65.46,24.26,1
571.63,34.07,,84.46,338.38,60.0,35.59,1
633.51,20.56,1080.71,130.6,372.68,91.4,18.6,2
513.21,27.57,,76.85,308.37,45.79,23.82,0
490.17,24.1,766.3,65.66,285.79,48.6,27.97,0
549.27,23.99,908.44,,311.48,52.17,21.32,0
622.24,16.23,1062.85,114.36,376.65,101.5,13.23,2
550.05,22.5,835.96,66.08,323.44,43.06,24.49,0
645.86,25.21,1039.03,,418.51,109.93,22.92,1
523.48,27.66,874.4,79.32,299.87,45.7,27.88,0
605.86,31.89,992.03,111.5,365.96,84.46,34.54,1
516.22,24.63,847.29,83.39,295.97,52.56,25.35,0
527.56,19.58,,68.87,303.68,60.59,21.16,0
586.66,30.47,962.04,86.15,347.97,66.51,32.44,1
517.99,33.63,844.61,76.17,289.91,54.74,33.06,0
630.44,28.53,1071.96,106.82,395.76,87.81,25.85,2
534.32,21.47,901.97,76.88,302.42,49.61,21.64,0
,21.09,1093.27,107.2,395.39,92.4,18.3,2
519.77,18.54,841.87,78.45,310.96,53.1,17.48,0
528.95,30.74,871.74,60.43,285.41,54.18,33.34,0
622.43,17.53,1101.4,107.79,385.79,80.0,16.98,2
517.75,22.45,843.92,84.19,290.15,57.43,21.29,0
500.68,25.86,811.85,78.91,282.67,55.84,21.87,0
560.1,29.31,911.35,104.41,316.43,77.36,31.76,1
520.34,12.64,845.19,81.73,314.14,60.86,16.94,0
533.63,21.69,863.09,76.66,308.63,56.58,20.41,0
515.76,21.52,889.41,73.8,315.64,55.03,22.94,0
602.64,19.24,1020.0,93.73,363.21,76.33,19.12,1
516.25,6.48,847.48,82.53,306.57,71.92,5.49,0
501.43,28.78,818.11,74.2,282.59,54.76,28.25,0
572.1,35.2,933.85,99.14,353.64,70.07,32.98,1
544.49,20.91,908.12,80.29,327.43,60.0,21.63,1
550.8,18.36,906.66,91.03,325.65,81.79,21.49,1
633.38,23.0,1078.38,108.72,426.41,80.0,23.1,2
468.39,33.91,722.69,82.4,289.53,51.62,32.8,0
611.55,28.09,1034.45,98.08,386.87,80.0,26.62,2
528.33,19.22,861.36,73.81,292.27,65.56,17.82,0
595.47,24.47,,76.04,,67.19,33.18,1
553.47,21.74,936.01,80.53,313.87,56.47,21.81,0
635.44,13.7,,100.17,406.43,83.98,16.06,2
580.0,19.05,980.0,127.4,345.0,109.17,25.56,2
575.77,35.43,987.74,80.3,352.27,67.94,33.21,1
563.16,29.1,,81.1,330.79,60.0,29.58,1
107.25,35.59,91.88,9.07,-48.58,-1.6,15.21,3
658.34,21.63,1077.22,109.79,420.59,85.25,16.47,2
511.3,7.27,804.42,64.93,305.87,43.54,5.57,0
524.14,23.54,862.55,75.68,331.86,53.12,21.13,0
515.95,21.82,802.24,76.19,288.57,57.82,22.39,1
513.99,27.89,856.62,86.31,314.85,58.73,30.42,0
922.2276083766138,33.41,,75.82,298.47,55.87,30.79,0
768.17,25.68,1120.52,70.91,429.28,132.35,21.54,3
530.84,17.46,,83.85,,62.05,16.07,0
548.07,10.27,919.27,86.88,,65.05,9.9,1
651.65,35.07,1120.0,117.61,388.92,90.68,33.3,2
550.48,25.38,1361.9239963491627,67.33,334.41,46.69,22.87,1
529.74,31.18,844.77,71.67,310.38,48.67,36.15,0
612.78,25.34,1079.97,128.59,352.89,105.75,28.32,2
519.33,26.3,879.5,74.16,308.53,47.62,28.98,0
629.42,22.93,1051.08,122.51,,90.46,24.72,2
506.1,21.38,798.44,74.86,291.45,46.13,21.85,0
480.85,19.13,796.71,62.93,,36.07,21.81,0
582.27,21.04,975.81,98.84,358.27,66.86,19.13,1
681.24,32.11,1120.0,99.62,386.65,92.53,34.78,2
510.69,25.4,821.96,66.91,291.15,50.62,19.36,0
534.62,23.43,,80.06,300.6,53.08,22.6,0
521.71,38.1,,81.02,297.4,60.6,38.94,0
642.66,14.37,1060.01,122.25,364.13,87.32,18.39,2
530.0,15.86,877.33,83.05,304.02,48.73,12.27,0
524.03,14.5,,73.73,292.91,58.23,17.48,0
520.26,29.24,858.03,85.73,271.65,65.59,25.05,0
530.0,17.85,900.0,99.13,329.61,70.21,18.62,1
606.55,20.19,980.0,106.67,,,18.67,2
506.35,16.07,800.26,77.81,288.71,54.67,18.27,0
557.5,24.18,,77.02,318.48,68.19,24.02,1
615.95,19.3,981.67,140.12,372.07,118.55,25.43,2
552.45,32.14,901.97,67.01,331.47,48.64,36.48,0
530.18,31.22,865.56,76.13,308.13,62.31,29.11,0
552.72,21.77,881.72,73.23,307.04,58.34,23.87,0
549.79,21.01,869.53,70.44,306.91,65.73,23.39,0
544.08,34.37,869.95,74.27,309.92,56.94,35.09,0
519.22,19.09,,72.79,301.97,44.84,23.74,0
509.32,15.94,808.54,80.56,284.27,60.25,17.54,0
585.08,11.16,1008.98,120.17,346.47,93.08,12.12,2
602.37,12.03,915.55,96.12,367.25,78.99,16.56,1
609.11,19.59,1020.0,85.99,362.21,63.15,24.2,1
585.83,22.88,,114.35,374.86,88.43,18.07,2
520.6,19.23,828.28,76.2,295.93,55.87,16.21,0
609.05,32.64,1011.18,99.34,349.53,91.13,31.33,2
649.49,16.08,1046.51,105.99,402.43,83.62,16.95,2
531.83,23.81,865.67,68.62,299.67,44.46,22.86,0
532.76,31.24,838.01,70.47,290.77,59.54,26.27,0
530.0,20.1,900.0,96.62,315.78,84.72,18.63,1
481.11,30.57,771.25,65.43,287.97,54.6,26.21,0
615.74,27.93,1036.63,125.9,380.94,108.58,30.26,2
551.06,12.05,922.95,78.06,336.24,48.18,14.28,0
557.3,33.98,,92.04,329.54,60.0,38.19,1
679.05,34.32,,147.88,501.33,110.55,33.49,3
580.74,10.48,937.39,85.61,368.41,64.72,8.19,1
495.74,23.8,784.69,86.74,291.31,68.26,18.9,0
548.6,27.05,877.55,84.83,321.97,61.26,28.25,0
599.1,30.06,1008.47,119.85,,89.91,32.49,2
115.49,45.01,119.11,-1.03,65.21,18.59,28.27,3
536.95,28.69,896.25,76.26,,55.35,26.11,0
531.78,22.2,867.3,76.11,290.53,47.22,16.14,0
629.06,14.25,1018.51,109.13,359.79,85.51,10.44,2
504.75,6.91,796.21,98.78,296.17,66.84,6.66,0
517.63,21.01,865.24,75.97,329.11,55.89,24.56,0
626.2,34.82,1059.28,107.65,373.24,80.0,34.78,2
555.61,21.65,924.09,75.95,302.75,56.68,21.22,0
502.65,26.39,835.35,82.41,281.95,52.49,32.52,0
528.57,35.68,826.56,71.59,288.69,58.66,36.17,0
543.27,25.85,876.87,74.52,321.01,51.41,27.83,0
531.42,35.13,849.86,53.76,324.59,38.73,32.29,0
682.18,32.18,1102.42,158.46,492.88,135.71,21.16,3
612.21,19.33,1016.95,99.91,364.71,61.65,25.51,1
508.78,17.33,806.02,84.35,283.17,51.36,21.56,0
539.31,25.74,900.0,81.61,310.0,60.0,26.24,1
655.44,22.5,1120.0,104.97,408.3,87.16,22.73,2
501.21,28.05,803.86,76.96,318.45,64.95,26.78,0
574.35,0.87,989.73,90.98,,64.34,3.38,1
608.99,19.38,991.72,86.65,349.93,60.0,22.08,1
609.81,39.03,1020.0,104.47,390.95,76.85,38.55,1
659.82,21.52,1120.0,,383.31,85.15,21.32,2
519.09,23.23,795.52,74.87,297.8,53.35,24.25,0
604.05,7.16,,273.56064324628505,381.27,80.0,3.22,2
496.88,13.89,810.26,82.65,286.19,60.88,10.46,0
490.56,16.66,769.65,72.84,270.0,59.48,16.24,0
518.87,29.37,859.0,84.88,293.04,58.91,31.6,0
503.46,37.32,842.3,82.98,280.28,69.78,32.44,0
547.67,13.3,876.91,74.86,325.18,57.35,13.2,0
532.4,15.38,838.92,73.12,312.93,44.7,18.49,0
632.98,35.46,1032.96,113.89,374.67,82.36,34.32,2
529.06,27.56,781.24,76.05,,52.77,23.19,0
561.84,26.72,904.89,82.39,330.79,56.74,24.93,0
628.83,19.29,1021.04,121.83,373.06,82.27,18.54,2
549.62,34.37,900.85,86.49,330.03,59.14,38.89,0
582.81,28.8,980.78,94.45,360.11,60.0,30.35,1
599.37,23.24,1012.17,99.25,,76.25,22.91,1
561.37,23.68,900.0,102.3,310.0,71.34,25.74,1
530.0,24.87,900.0,100.78,320.44,78.5,25.97,1
496.16,14.83,785.65,87.57,289.14,52.09,10.95,0
626.94,31.98,,123.22,397.02,107.53,36.44,2
528.25,18.69,829.97,73.12,,47.69,18.64,0
572.49,37.08,952.87,86.51,343.57,73.9,32.21,1
490.57,17.35,790.06,81.73,283.5,59.52,19.07,0
543.36,26.74,895.3,81.66,317.38,50.86,27.94,0
639.23,23.31,1088.24,121.13,367.44,102.62,28.0,2
537.62,24.83,878.24,74.59,321.81,61.81,18.98,0
617.86,25.89,1049.42,102.3,364.41,80.0,23.42,2
523.82,25.89,827.53,77.01,320.16,49.81,19.25,1
101.65,11.46,41.07,49.84,-40.8,-7.09,22.3,3
515.98,14.79,856.68,73.84,308.57,50.78,19.16,0
519.62,30.13,820.76,79.35,,58.85,33.06,0
539.27,22.12,899.54,77.56,,58.16,21.97,0
507.57,21.38,813.19,70.8,,51.85,22.17,0
631.78,14.88,1062.7,136.43,403.48,97.6,10.06,2
605.77,23.35,1077.17,104.35,,86.49,23.27,2
642.37,34.96,985.47,108.57,375.01,82.15,32.28,2
541.13,18.9,924.79,75.0,348.3,60.0,18.48,1
591.19,22.86,944.49,92.84,,77.79,29.31,0
545.07,19.05,900.0,103.47,310.0,90.04,21.11,1
506.2,19.69,829.15,82.41,281.96,54.7,20.26,0
558.44,24.09,918.54,75.61,319.33,52.94,26.5,1
510.82,23.95,809.7,58.19,281.88,48.63,25.35,0
584.07,4.72,952.98,93.63,351.9,60.0,7.99,1
495.63,21.95,841.45,,270.0,45.45,21.95,0
132.72,-0.82,100.16,-15.26,60.22,41.91,43.34,3
521.57,26.9,803.58,82.37,305.55,59.79,26.89,0
566.24,29.81,900.0,93.33,330.49,78.04,32.0,1
531.91,19.13,868.07,,289.89,57.14,25.14,0
573.28,29.86,966.48,83.44,325.36,70.68,34.52,1
530.23,20.87,,89.51,300.53,69.1,22.48,0
553.95,7.52,900.0,88.45,337.03,60.78,7.98,1
616.54,35.83,,101.64,352.47,80.0,34.91,2
527.06,26.9,870.51,83.09,295.67,52.12,24.05,0
537.53,20.03,836.44,65.52,308.45,54.14,16.91,0
507.67,9.94,816.36,86.65,295.06,67.08,14.78,0
655.86,27.9,1108.83,126.82,396.4,95.86,30.73,2
636.68,19.42,1061.31,102.92,345.0,94.34,18.3,2
595.97,23.86,,94.76,344.08,78.08,26.08,1
589.13,17.98,939.7,117.52,373.17,84.38,17.48,1
491.66,11.53,773.8,50.0,278.68,44.17,12.79,0
543.88,23.51,864.51,79.71,306.19,59.95,29.84,0
546.55,24.06,838.25,89.77,303.0,63.51,25.78,0
529.18,23.03,851.42,79.15,281.48,60.97,26.4,0
599.34,28.94,967.45,94.73,369.67,75.35,30.41,1
506.99,32.01,819.98,71.97,281.64,46.12,31.64,0
502.81,13.03,789.53,70.85,274.94,60.87,12.45,0
523.98,21.82,829.18,64.29,291.48,42.34,18.6,0
509.71,22.63,850.96,78.29,288.59,62.01,23.35,0
607.25,26.84,1002.51,88.05,369.34,61.86,28.0,1
607.1,28.88,1037.95,141.07,369.85,88.1,32.41,2
541.59,11.74,884.39,92.67,331.45,65.77,16.4,0
520.72,26.45,833.66,82.6,304.36,62.47,25.84,1
515.58,39.82,785.19,89.51,302.07,73.19,38.68,0
531.03,15.8,869.59,72.45,329.55,55.75,18.28,0
513.75,13.65,825.62,72.42,301.81,52.41,14.02,0
514.58,23.01,871.8,62.6,276.88,43.14,28.44,0
638.31,12.13,1120.0,100.08,422.19,81.98,11.26,2
523.0,24.51,828.44,66.5,295.27,43.32,22.22,0
604.04,21.24,,120.33,381.99,82.25,24.45,2
537.64,44.08,,62.68,315.13,46.84,45.94,0
164.01,-8.38,174.72,-20.0,84.96,36.59,26.45,3
555.8,16.64,885.07,56.98,339.56,47.14,16.12,0
580.64,18.63,925.78,106.11,341.82,87.16,13.87,1
529.04,30.74,,70.28,309.42,49.87,27.2,0
595.0,32.3,983.34,86.8,352.56,65.87,29.32,1
603.45,28.13,,125.59,382.0,104.26,28.14,2
515.9,21.48,858.0,62.58,284.89,48.14,18.09,0
648.95,14.54,,121.01,389.98,88.98,17.05,2
580.0,20.7,980.0,106.11,345.81,80.0,25.26,2
582.97,28.84,990.51,93.37,332.54,72.76,22.99,1
576.93,31.14,76.14887587501403,81.02,367.08,60.0,28.05,1
558.99,23.73,919.68,83.76,333.88,75.76,21.17,1
505.73,23.22,813.82,77.92,284.27,60.73,24.81,0
620.15,15.86,1057.77,100.86,354.28,80.0,16.66,2
612.58,34.5,986.9,111.98,358.76,86.95,28.73,2
528.61,11.05,856.0,63.57,311.47,63.96,19.79,0
594.84,10.83,967.88,98.63,336.11,77.23,5.51,1
520.49,28.14,843.17,86.1,294.25,72.39,23.73,0
510.16,19.89,811.87,66.24,,49.91,21.12,0
560.44,31.0,927.79,84.16,340.44,58.48,27.22,0
593.38,17.78,986.42,92.33,377.4,71.61,18.42,1
541.35,21.78,855.9,81.14,311.36,59.27,23.99,0
628.13,13.7,,137.03,396.56,101.47,10.29,2
603.3,33.26,980.0,142.95,367.85,113.45,30.22,2
512.89,17.03,817.17,83.4,289.52,70.8,13.55,0
503.99,27.84,820.75,71.87,301.92,43.23,23.75,0
