period_min,amplitude_mag,bp_rp,phi21,r21,fe_h_proxy,skewness,luminosity_lsun,n_modes,star_type
598.8498,0.041,0.4731,5.728,0.2212,0.6858,-0.3327,491.8766,0.2614,5
110.4747,0.0655,0.7322,5.5384,0.01,0.1914,0.0755,0.5847,1.2863,0
158.9303,0.1671,0.05,7.594,0.4385,0.4975,-0.4328,14941.7116,2.1726,0
561.5333,0.2134,0.9701,4.469,0.5453,0.6683,-0.2493,6.169,0.7344,0
747.895,1.362,0.9576,2.1185,0.455,-2.0112,0.4452,5840.3123,-0.0076,1
163.6932,0.0144,0.5304,2.3185,0.3841,-0.821,0.5765,0.5,0.5324,6
1227.5603,0.6398,1.4741,3.3628,0.6908,-0.7125,1.2238,9.9592,0.5419,1
193857.4804,3.7806,1.6937,1.6757,0.2799,0.5169,0.2286,903.3102,-0.3,2
80811.8226,0.1713,1.2508,4.4243,0.5851,-0.0816,0.0337,560.3386,1.0,2
277.6056,0.0789,1.162,3.4773,0.3022,-0.3146,0.8026,0.5,1.6741,0
71.6753,0.0199,-0.15,6.7216,0.0696,-0.5445,0.1313,5031.0301,0.9194,5
12927.2548,0.4332,1.3601,7.2204,0.4975,-2.5539,0.5953,541.9784,-0.1954,4
369.2011,0.151,0.2247,6.0742,0.5323,-1.0313,0.4702,326.5028,0.7931,0
58.6598,0.0348,1.5206,2.1274,0.1094,0.0887,0.7188,1.938,1.6622,0
358972.8795,2.9482,2.3692,1.1354,0.4886,-1.0349,0.6519,23.4497,0.3744,2
93.301,0.0701,1.5567,4.8275,0.01,0.1627,-0.8744,0.5,0.5924,0
804.123,0.2803,1.3128,4.7941,0.1644,0.8,-0.3099,0.5,1.2989,0
520.6562,0.1531,0.9148,5.0533,0.3387,0.2492,0.2036,0.5,1.814,0
27.8219,0.0252,1.7391,2.6769,0.3786,-1.0892,0.5102,345.6454,0.5414,0
872.7955,0.2772,1.9024,1.8439,0.4296,0.2243,0.3853,114.84,0.5825,1
63435.877,0.296,1.9565,6.1532,0.3288,-0.3269,0.1849,1058.7289,0.3718,2
56.2665,0.0512,0.1962,2.0495,0.2502,0.8,0.4674,45.7566,1.695,0
184.3995,0.0475,0.25,7.814,0.4229,0.1915,0.7001,42441.0851,1.1797,0
116.5366,0.1318,0.5945,6.0645,0.2811,0.4148,0.2303,4.223,2.0051,0
1573.3877,0.2073,0.7095,2.6477,0.6006,-1.6767,0.367,0.5,0.3505,1
173.0095,0.1502,0.8098,2.1304,0.33,-0.8615,0.0775,14.3457,1.8322,6
387.5739,0.0544,0.7251,1.5666,0.3743,-1.4256,-0.8988,8.547,0.1566,5
34.3933,0.3894,-0.15,7.1456,0.1575,0.7429,-0.9607,1353.1653,1.2087,5
1230.8963,0.7233,1.5261,0.9535,0.4062,-2.9635,1.4204,12.2049,0.0078,1
404.4785,0.1125,1.1431,5.4769,0.6586,-0.4864,0.1748,0.5,0.783,0
65347.3313,2.864,4.5467,4.5968,0.0957,0.7489,0.2715,161.2162,-0.1996,3
93941.2992,1.8662,3.9512,1.2614,0.0581,0.3077,0.5267,500000.0,0.85,3
72.0549,0.0889,1.5714,1.6679,0.2902,0.8,-0.7174,0.5,0.9601,0
104274.7803,7.3577,3.5197,3.3462,0.0167,0.1696,0.0949,21086.6087,-0.3,3
674.5004,0.0078,0.2802,1.0759,0.01,0.1912,-0.1384,2111.4681,0.9578,5
67123.4173,1.3492,1.9894,3.7651,0.5149,0.3539,0.3857,500000.0,0.5051,2
41.6157,0.4529,0.5116,2.2857,0.5234,-1.1813,-0.434,0.5,1.3505,6
43036.9633,0.214,0.9994,4.7906,0.95,0.5609,-0.1123,160279.9453,0.8944,2
346754.1936,1.2453,2.332,4.9088,0.3164,-0.479,0.1148,120787.691,0.7609,3
2007.5814,0.2484,1.157,3.8732,0.7111,-1.959,0.472,17.2902,-0.2,1
9949.9887,0.2993,1.5621,6.1812,0.8348,0.6636,0.181,68340.9049,0.0492,2
328.4781,0.0386,0.9001,5.5928,0.0449,-0.4382,-0.8018,278.4389,1.2193,0
6820.6064,1.0886,2.3467,6.635,0.8559,-0.883,-0.0549,667.3738,0.3925,2
34.6136,0.0503,0.8639,5.1594,0.3334,0.2464,-1.0409,0.5,1.5529,6
65.8464,0.0752,0.099,4.3909,0.01,-1.2008,-0.3929,0.5,0.7151,5
8226.1601,0.7238,1.1972,6.8693,0.2276,0.0997,-0.1474,0.5,0.1155,2
1380.4698,0.9166,1.4809,2.6713,0.1941,-0.7038,0.9989,15412.5229,0.3451,1
96.9358,0.0818,0.9355,4.1135,0.6341,0.8,-0.8611,0.5,1.2213,0
416.2948,0.0533,0.9032,4.7618,0.1754,-0.7443,0.5172,110103.2534,-0.1,5
599.5172,0.032,0.9132,7.3696,0.2223,0.3408,0.2456,214.983,0.8991,0
1180.341,0.7823,1.6752,4.3973,0.6369,-0.577,0.9068,0.5,0.4737,1
126.5855,0.1046,0.7701,2.1389,0.2088,-0.383,-0.0498,152.9917,1.1435,0
586.9926,0.5744,1.3936,1.8465,0.2962,-0.5785,0.7639,8.4201,0.2513,1
831.0967,0.6855,1.1674,0.0,0.5361,0.1593,-0.5,41237.0779,-0.2,1
169.6572,0.0631,0.728,4.1006,0.1156,0.8,-0.373,6.1742,0.4531,0
15539.9916,0.6086,1.3054,5.6304,0.6336,-0.5864,0.3775,1.8222,0.6745,2
28.8425,0.3833,0.3035,7.9763,0.0106,0.1323,0.3466,37599.921,1.0304,0
81.3746,0.0295,0.8888,5.1922,0.3602,-0.1488,-0.8515,224.9001,1.0934,5
61.5517,0.2376,0.9732,3.366,0.1551,-0.2498,0.0016,1.8213,0.8784,0
4437.0701,0.5,0.8823,7.2161,0.95,-0.1041,0.2179,90038.8621,0.2323,2
817.7367,0.1756,1.4757,2.1679,0.5383,-0.7447,0.3631,6.0773,1.4628,0
320.7519,0.1805,0.0765,6.2731,0.01,0.0445,-0.0856,6.4534,1.7878,0
9229.7729,0.7284,1.5632,5.3203,0.0647,-0.6461,0.7996,500000.0,0.0945,2
122095.5415,1.3329,4.6187,4.0017,0.5828,-0.8903,1.1786,931.7688,0.0813,3
868.8156,0.8898,1.7845,1.1103,0.4478,-1.6764,0.9195,0.5495,0.7694,1
446.3328,0.1621,1.8981,6.12,0.507,0.0263,0.8576,2.088,0.9577,0
1604.7439,0.5557,1.6442,1.6401,0.5364,0.35,0.5031,7.6655,0.0935,1
1247.7971,0.9989,1.0088,2.6078,0.2758,-0.978,0.5702,71.8514,-0.2,1
1075.0836,0.4971,1.5641,3.1809,0.4792,-1.5687,0.1915,0.5,0.723,1
47.6711,0.0897,0.9537,6.2791,0.4102,0.3218,0.9162,0.8714,0.3359,0
12705.5457,0.6892,1.7289,4.9774,0.5372,-0.0715,-0.5,85.9605,0.2321,2
324385.0223,1.4824,4.344,1.4681,0.2481,-1.2604,-0.2464,15.5483,-0.3,3
10192.2548,2.8,1.3097,5.7673,0.4798,-0.3722,0.4935,7.5198,0.3583,2
215000.024,10.267,3.6041,2.5404,0.3181,-1.8,1.4448,131255.0487,0.2614,3
27586.1464,0.2319,1.1479,4.9304,0.3522,0.85,0.2746,500000.0,0.8746,2
3425.0101,0.4327,1.601,1.6797,0.5135,-0.3604,0.447,0.5,-0.159,4
886.1905,0.7952,1.5095,1.2752,0.6018,-0.8926,0.9227,26.1689,0.0995,1
408.7913,0.1197,0.6004,6.1781,0.1347,-0.4488,-0.3455,0.5,0.9173,0
7743.0406,1.2867,1.9301,7.0792,0.4117,0.6842,0.3372,31018.9849,0.2828,2
826.1758,0.8477,1.3525,3.6927,0.7076,-1.5864,0.1747,158.227,-0.166,1
545.499,0.9679,2.0286,1.0435,0.4065,-0.0063,0.002,0.5,0.0291,1
354.3145,0.4417,0.7047,3.5045,0.01,0.781,0.5867,3.9762,0.3282,0
12397.4562,0.1829,1.431,4.1105,0.6602,-1.8315,-0.0107,7.2566,0.0057,4
17136.323,0.4951,1.7832,4.7275,0.1928,-0.0994,0.8328,12849.9155,0.2541,4
5691.3057,0.8192,2.603,3.6749,0.6697,-1.5418,0.5314,12182.3662,0.306,4
29848.2523,0.7808,1.1721,7.4411,0.7193,-1.4497,0.3103,174089.8756,-0.0853,4
105549.2975,0.2634,0.9969,3.0463,0.499,-1.2419,-0.0431,43.6673,0.271,2
122.0486,0.0371,0.3652,4.7591,0.3771,0.1742,0.737,2143.7107,1.1347,5
16007.9749,1.4455,1.289,6.6546,0.8327,-0.4876,0.0224,1643.9183,0.4785,2
117468.051,2.4162,4.7471,8.1845,0.3771,0.1896,0.1014,56.5879,0.467,3
277.1805,0.0353,0.789,3.9702,0.303,-0.6729,0.0012,0.5,1.0181,0
539138.5196,1.6511,4.4665,2.089,0.3949,-0.533,1.3877,3540.3135,0.0494,3
32360.5111,0.589,2.3712,3.6594,0.3304,-0.9973,1.0731,344.9142,-0.0468,4
397.5563,0.3966,1.3599,6.8799,0.6879,0.7505,0.3773,1.2216,1.6427,0
808.8753,1.3967,0.9727,5.2156,0.6674,-0.627,1.8,407.361,0.6232,1
79658.894,0.748,3.4336,2.3644,0.5525,0.0812,0.1597,500000.0,-0.1899,3
6311.9426,2.8,1.275,6.581,0.4505,0.4806,0.2281,500000.0,0.0484,2
1052.6802,0.8459,1.1825,5.5,0.4992,-0.7042,-0.001,0.5,0.8699,1
46.0387,0.392,1.4609,8.5,0.4342,-1.0638,-0.0176,6.2478,0.4736,0
78219.9376,0.1432,0.5417,5.9311,0.9439,-0.1357,0.8488,500000.0,0.3351,2
461052.294,1.1946,4.275,3.8829,0.2227,-0.0892,1.6436,500000.0,0.0922,3
1882.3325,0.4657,1.8096,0.7472,0.4736,-0.8272,0.1447,0.888,-0.2,1
79287.1952,1.0799,2.8162,5.3211,0.4082,-0.5927,0.3646,36234.8501,0.1445,3
71.5623,0.1171,1.0684,3.8753,0.261,0.5412,0.0246,94.5413,1.0119,0
64400.4651,5.4603,3.9384,2.7403,0.4125,-0.1101,1.049,10529.8762,0.2405,3
22.9925,0.0682,0.8095,3.8697,0.65,-1.1582,-0.22,0.6585,1.1685,6
921.5234,0.484,2.2082,1.7241,0.7392,0.2858,1.3694,124.0403,0.1697,1
306.2999,0.1208,1.2884,4.1593,0.01,0.364,0.1198,2.4347,1.8784,0
699.8464,0.7674,1.1828,2.3529,0.2909,0.35,1.1347,0.5,-0.1527,1
1543.9987,0.8996,1.3129,1.8459,0.4083,-3.0175,0.3069,454577.6891,0.9,1
180080.9306,6.3594,3.5234,1.8726,0.1582,0.2057,0.7733,10274.0824,0.1302,3
3268.674,1.1242,1.0193,6.8095,0.4161,0.0919,0.2715,716.1137,0.3107,2
27.8019,0.4874,0.8887,7.0851,0.4923,0.0755,0.7774,0.5,2.1304,0
829.1663,0.0718,1.143,5.1754,0.6491,0.6663,0.0755,96.0855,0.381,0
101.9019,0.0383,0.8007,8.0,0.0952,-0.008,0.2636,83738.455,1.9264,0
78.5097,0.0387,0.2953,5.2188,0.3823,0.1017,-1.2243,93.6464,0.5468,5
157.2799,0.1133,1.3118,4.2918,0.1302,-0.4531,-0.5273,4449.656,1.1074,0
304934.0707,1.0005,3.509,6.1041,0.6561,0.7734,0.0373,2741.172,0.85,3
49305.8157,1.3625,2.1009,4.2675,0.4468,-1.4303,-0.248,57431.2682,0.6559,4
1129.7054,0.7503,0.8851,3.4521,0.03,-0.7963,-0.2053,559.8684,0.43,1
20.8394,0.0757,0.312,2.5185,0.2777,0.3895,-0.6713,1379.0942,0.7379,5
1352.3201,0.9133,1.019,2.9428,0.5003,-1.8365,0.8947,0.5,0.6686,1
22701.639,0.4658,1.97,4.7422,0.5946,-0.0803,0.7338,4345.638,0.185,4
176.8102,0.3331,0.6307,1.9787,0.01,0.5692,0.0664,0.5,1.5213,0
369.6279,0.0449,0.243,4.8204,0.2676,0.1301,-0.1085,343399.7981,0.8012,5
1290.0301,0.2206,0.05,3.8176,0.2217,-1.3402,0.2925,0.5,0.8366,1
555.0077,0.7823,1.3488,3.2566,0.88,-0.2368,0.4782,0.5,0.9,1
107211.9907,1.7727,4.0231,4.8268,0.2916,-1.489,1.0499,834.1252,-0.1426,3
34.7404,0.1215,0.7509,7.1818,0.4112,0.8,0.399,294.9613,1.376,0
192.99,0.2834,1.7219,7.5796,0.0398,-0.2793,-0.5987,0.5,1.8291,0
233.6114,0.0912,1.3172,2.0195,0.4181,-0.589,0.3511,0.5,1.8669,0
1680.1064,0.9208,1.1088,2.6129,0.4631,-0.7985,1.5837,2722.0051,0.2961,1
787.028,0.9066,1.7787,5.5,0.6224,-1.1276,0.997,0.5,-0.0201,1
92453.9437,0.4582,1.5497,5.4854,0.7408,-0.1846,0.4641,1185.5799,-0.2,2
1729.2968,0.2989,0.6068,2.2744,0.626,-0.993,1.2634,660.8784,-0.2,1
45.4523,0.0603,1.0578,5.1959,0.4088,-0.1291,0.8938,0.5,1.6753,0
9262.0552,0.7671,1.9142,4.8549,0.3636,0.85,0.8576,1.4281,0.7014,2
221.2034,0.0746,0.6918,5.9503,0.2209,0.248,-0.8866,114.3563,1.55,5
646.0053,0.12,0.8032,2.3597,0.3701,-1.9733,0.3419,1.7792,-0.2,1
126479.9067,2.1125,2.6437,5.373,0.0759,-0.2717,0.3773,2907.478,-0.3,3
246.6321,0.1052,1.2576,2.225,0.1618,-1.9881,-0.3631,0.5,1.7988,6
588.7374,0.0801,1.5781,5.0202,0.0981,-0.2144,1.1025,250.8146,1.6113,0
38277.3542,0.5554,1.9284,4.3678,0.7737,-2.4283,-0.335,0.5,0.1908,4
113495.1043,2.2395,1.8166,5.6025,0.4353,-1.4089,0.9909,500000.0,0.5922,4
138042.5772,1.2311,2.5377,2.5686,0.4183,0.1171,1.7206,3.2928,-0.3,3
146519.332,1.629,4.3326,0.9428,0.3988,-0.3812,0.0621,500000.0,0.183,3
455.436,0.3264,1.5267,3.6932,0.5931,-1.1368,1.2347,4120.9618,-0.0287,1
18.4238,0.5609,1.4662,3.7384,0.0973,-1.3143,-0.7515,9.909,1.1763,6
1330.0433,0.6267,1.2991,0.738,0.6114,-1.0879,1.2044,0.5,-0.1401,1
13435.8348,0.4613,1.7234,5.3023,0.6461,-0.5847,0.0886,9.0003,-0.0595,2
133.0057,0.2713,0.3201,7.0771,0.768,0.1742,-0.3283,0.5,1.2549,6
71.9502,0.0738,0.9887,8.0,0.395,0.7423,-0.893,500000.0,0.845,0
126.4494,0.0192,0.8204,6.5918,0.1808,-0.4802,-0.9509,0.5,0.7885,0
249.2793,0.0942,1.0027,3.8588,0.0954,-2.3063,-0.2755,223.0297,1.5205,6
1754.9882,1.2015,1.8899,1.5995,0.3513,-0.7075,0.9923,73.074,-0.2,1
131964.1134,1.6034,4.2777,0.3125,0.2016,-0.4596,0.6383,1068.4874,0.1351,3
8093.1674,0.6568,1.2071,6.9659,0.2953,-1.9238,1.0851,0.5,-0.1173,4
486.4553,0.1419,1.0661,3.3031,0.4,-0.0466,1.5,1101.099,1.4201,0
1963.5903,0.6779,1.3631,1.8003,0.3045,-1.4621,0.5541,15282.0398,0.4182,1
860.8268,0.8923,1.0653,2.1316,0.4944,-0.656,0.7658,500000.0,0.3069,1
282.9585,0.0335,0.3279,4.0173,0.2776,-0.1567,-0.3888,5705.4883,1.55,5
88988.4622,5.1907,2.3634,4.2215,0.4635,-0.6063,-0.3277,61.4887,0.5303,2
395286.3504,2.3704,3.5715,6.0884,0.6594,0.0803,1.2985,548.0888,-0.3,3
1201.8549,0.7686,0.5875,3.0331,0.5051,-2.1396,0.064,2318.6708,-0.1262,1
2528.5993,1.0459,1.8201,1.7866,0.6949,-0.3227,1.2243,7.0716,-0.2,4
57932.647,0.638,2.0022,6.2726,0.4808,-0.7901,-0.2564,43923.1514,0.4128,1
600000.0,1.6139,2.1466,3.1085,0.1711,-1.0562,0.2315,15.3512,-0.3,2
76320.6215,0.2616,1.6994,3.6562,0.6695,-1.498,-0.5,81.6896,0.2664,4
52.3086,0.0604,0.1452,7.1299,0.4359,-1.0054,0.2033,500000.0,0.9932,0
753.402,0.6384,1.9892,1.2275,0.6016,0.2037,0.4788,12232.8934,0.7378,1
56812.115,0.4768,0.7774,4.4851,0.3156,0.4764,0.7616,123.057,0.1215,2
1586.3824,0.9736,1.3662,0.0,0.6844,-1.8468,0.2279,0.5,-0.0603,1
71.1178,0.4846,0.4264,7.0148,0.4383,-0.6653,0.6237,500000.0,0.3795,0
210.169,0.1833,1.0097,2.1033,0.4141,-0.9167,-0.9295,0.5,1.3532,6
1312.1408,0.6026,0.6509,2.0571,0.7775,-2.3832,1.3086,145.0227,-0.0433,1
6287.0432,0.3213,0.6759,3.4952,0.4995,0.5692,0.4905,6.2028,0.163,2
311794.4875,5.1981,3.3244,3.9514,0.01,-1.0811,-0.1909,4986.1922,0.0331,3
5551.1482,0.5564,0.05,6.2172,0.7677,-0.5164,0.252,500000.0,0.0937,2
17520.0598,0.8845,1.4033,5.5741,0.3497,0.4446,1.0867,500000.0,-0.0081,2
135.3406,0.0818,0.05,3.1746,0.9105,-0.7373,0.7193,0.5,1.4611,0
1691.5786,0.3485,1.3406,1.9555,0.03,0.2042,0.1855,40.203,0.8345,1
284.0186,0.5537,0.2325,4.9641,0.1836,0.2181,-0.7131,0.5,0.8704,0
93298.2685,1.8889,0.4649,6.0186,0.4511,-0.339,0.0299,1356.8362,0.4894,2
1719.5566,0.8061,1.1485,3.3331,0.5005,-2.1631,0.8109,116.3268,-0.2,1
801.2895,0.994,1.6993,1.0279,0.4199,-1.5371,1.4327,6.8405,0.3933,1
656.4876,0.0592,0.9398,4.0641,0.01,-0.6004,-0.3561,0.5,0.9621,0
702.4469,0.0365,0.9345,2.9627,0.3015,0.092,-1.3446,1.0412,1.5075,0
76.3935,0.3373,1.9082,5.8037,0.2398,0.7056,0.1147,0.5,1.3744,0
671.2724,0.9749,1.0213,0.3339,0.5868,-1.4549,0.2412,34.7252,0.4664,1
302.6332,0.0306,0.3667,4.1924,0.091,-0.4836,0.4251,176.2828,0.9117,5
93.5053,0.0481,0.7008,5.3707,0.4864,0.2153,0.4968,3.336,0.6877,5
463087.8767,1.1237,5.1737,5.5545,0.4628,0.0743,1.0609,317.2407,0.4477,3
29.7849,0.1371,0.2078,5.9065,0.0363,0.4766,0.2479,254469.7759,0.7151,0
9297.5308,0.3604,1.5625,2.2064,0.6998,-0.5595,-0.5,0.9523,0.1272,4
2182.8226,0.5616,1.7867,6.6993,0.7046,-0.113,-0.5,423.7909,-0.0996,2
129908.0731,0.4287,1.1636,3.4411,0.3547,0.85,0.605,1061.2881,0.3079,2
433.6217,0.152,0.05,8.0,0.0863,-0.0523,-0.1648,29.9173,1.186,0
8782.9974,1.1512,0.9984,7.5645,0.2937,0.7472,0.7359,19.4695,0.0355,2
18516.0259,0.5204,0.9612,4.5574,0.95,-1.5105,0.875,422.3706,-0.2,4
91021.1792,6.2391,2.5154,2.9278,0.01,-0.2541,0.2006,93222.1448,0.407,3
992.9122,0.1216,0.5554,4.2234,0.0641,-0.6797,-0.522,1155.355,1.208,0
5424.8276,0.9265,1.492,4.4242,0.3406,-0.9059,0.7815,0.5,-0.2,2
128045.327,2.4138,1.6973,7.1804,0.681,-0.1951,-0.5,6356.6951,0.4607,2
313.5781,0.045,0.9089,1.815,0.4493,-0.3068,-0.0591,11843.5223,0.6049,5
133.7381,0.1199,0.3736,1.9074,0.3521,0.1516,-0.1384,847.4107,0.748,5
594.7017,0.1155,0.9825,7.5141,0.0234,0.3746,0.2448,0.979,1.6178,0
5739.0066,0.9891,2.2339,5.5106,0.596,-0.1101,0.9153,422.5066,0.2231,2
124483.1415,0.3639,0.9236,2.9517,0.4245,-0.2701,-0.4245,0.5,1.0,2
5671.9845,0.4574,1.7415,6.8285,0.1809,0.253,0.7792,2.5024,0.2053,2
17075.6929,2.8,1.8748,2.5737,0.5459,0.85,0.6241,2152.1516,1.0,2
5637.4893,0.7129,1.7801,3.0234,0.8461,-0.4522,0.4365,500000.0,0.2841,2
376.4988,0.0203,1.0249,3.0705,0.01,-0.853,0.7463,50.8734,0.2185,5
1733.7109,0.5888,2.2482,3.9725,0.6264,-1.5457,0.0441,627.1741,-0.2,1
94951.5355,2.5187,2.6276,4.0851,0.3783,0.6591,1.2352,42697.6904,-0.3,3
181920.1039,2.7913,3.7474,5.1292,0.4819,-0.8768,0.4485,2105.1891,0.2335,3
2038.1797,0.5514,1.2015,5.5,0.3271,-1.4431,0.9179,0.5,-0.2,1
104836.3772,2.9026,3.4451,1.2155,0.7351,-0.2375,0.2425,500000.0,-0.0935,3
218.1317,0.0181,0.7358,3.4194,0.4152,-0.0969,-0.6008,1694.862,1.8014,0
65113.0831,0.8304,1.203,3.5698,0.5632,-0.1002,0.5788,1084.7444,-0.1547,2
1333.7895,0.3503,1.4281,1.9522,0.506,-0.7582,0.4783,0.5,0.858,1
1308.5732,0.089,0.2429,7.0274,0.3731,-0.4131,-0.296,0.5,0.7742,0
18311.9335,0.5444,1.0812,6.6014,0.6466,-0.3103,0.1944,100710.5037,0.5908,4
636.0469,0.7233,1.3884,3.056,0.4795,-0.0896,0.5201,915.4145,0.1632,1
212.3114,0.0419,0.9906,6.0035,0.3186,-2.2814,0.0424,21102.1121,1.6985,6
14353.2662,1.2602,0.7033,4.0454,0.6238,0.0459,0.1808,16.5285,-0.2,2
294791.5921,3.2543,4.8865,4.9417,0.3634,-1.009,0.9758,135.5794,0.3493,3
15.9808,0.1005,0.6452,6.844,0.574,0.2526,0.1607,19159.2013,1.222,0
30675.7116,0.5788,0.8996,6.9074,0.6115,-2.0526,-0.5,65412.7808,0.7154,4
131.6671,0.0453,0.3531,4.1088,0.1471,-0.3342,-0.0981,11.083,0.6016,0
96958.9227,0.4817,1.0458,5.2267,0.4717,-1.4258,0.7135,500000.0,0.4787,4
236.0515,0.1838,0.8375,7.1628,0.1706,-0.7143,0.2078,0.5,0.3733,0
567.4149,0.0129,0.7717,4.1811,0.0599,0.6732,0.8248,0.5,0.1765,5
130.0746,0.0277,-0.15,4.4275,0.3891,0.8,0.4073,1.3891,1.1624,5
871.0349,0.6471,0.2307,0.0758,0.6686,-2.4796,-0.2016,16.7237,0.199,4
1125.1882,0.4285,0.2615,0.6693,0.5361,-2.451,-0.5,0.5,0.0886,4
385.9552,0.1057,0.7267,3.1146,0.2232,0.7594,-1.2472,125.6761,1.5113,0
100.1694,0.0996,1.3935,2.3882,0.6125,-0.2012,-0.3382,24.8295,0.9071,0
600000.0,1.3105,3.8274,4.3195,0.3969,-1.4423,0.4504,632.3138,-0.257,3
1933.2432,0.339,0.9211,2.0684,0.5729,-2.075,0.3375,0.5,-0.1597,1
23.5069,0.2363,0.5044,4.6134,0.2297,-1.4312,1.0048,0.5382,0.5826,6
51508.2807,0.9948,0.9539,2.9804,0.531,-0.9559,0.6602,1.4192,0.609,4
640.6096,0.072,0.4722,7.3581,0.3702,-1.203,0.3306,165.368,1.364,5
1086.8456,0.3697,1.5452,0.0,0.3028,-2.0591,0.1894,1530.4084,0.3501,4
182.502,0.2831,0.9163,1.3663,0.5829,-1.7079,0.0864,4.027,0.7991,6
100038.0748,1.5688,1.8907,6.8545,0.6316,-2.2519,0.0142,620.8018,0.6283,4
270.2321,0.8656,0.898,4.8157,0.315,-2.5151,0.7783,4775.5864,0.6587,6
729.5843,0.0418,1.1631,3.2078,0.2456,-0.319,0.312,5292.948,0.5324,0
6461.8822,0.751,1.4244,3.3902,0.4856,-0.5138,-0.2168,500000.0,0.201,2
600000.0,5.046,4.3529,3.3002,0.8329,-0.1152,0.5569,36056.4745,-0.2238,3
1136.4217,0.5229,1.1352,0.0,0.401,-1.1698,0.7474,67.4361,0.5142,1
16086.2858,0.1012,1.29,5.2824,0.95,-2.384,0.3433,4035.7742,0.6693,4
160.3605,0.0506,0.9741,5.4586,0.1656,0.8,0.2599,10.3378,1.147,0
17774.526,0.7872,1.2509,3.5186,0.4322,-2.4276,1.1645,11.1823,0.5079,4
47349.0743,2.1647,0.7651,6.0646,0.3767,-1.5542,-0.2939,11.9747,-0.2,4
26.2809,0.454,0.05,6.6026,0.3775,-1.5423,0.021,0.5,0.6873,0
662.0986,0.12,1.3735,2.5235,0.0656,-2.2509,0.4229,14.5427,0.7465,1
74.9254,0.3168,0.3985,2.8549,0.5334,0.72,0.3119,1.373,0.8886,0
24.5126,0.2967,0.4662,4.7097,0.434,-2.3786,0.093,0.5,1.0547,6
4359.2831,0.1836,0.7615,4.0443,0.7096,-0.4469,0.9174,28722.6872,0.566,2
1030.1981,0.1484,0.6351,5.2378,0.1433,-0.3408,-0.5626,0.5,1.1349,0
828.4123,0.0136,-0.15,4.1481,0.3137,0.1418,-0.2854,2295.1962,0.1583,5
120.2063,0.0186,0.7278,5.9345,0.01,-0.2537,-0.7837,500000.0,1.4184,5
1194.8341,0.9798,1.5936,3.6299,0.2632,-2.158,0.7566,12.8825,0.062,1
569.8086,0.12,0.05,6.2134,0.634,0.204,0.9214,0.5,1.504,0
332.8677,0.2297,0.5097,5.8173,0.2042,-0.7833,0.6901,10230.5641,1.3834,0
614.2434,0.0481,0.4614,7.7347,0.01,0.4876,0.5317,3122.5508,0.9992,5
323376.9243,1.6355,2.7465,4.6639,0.088,-0.3377,0.4017,500000.0,0.579,3
11354.0193,1.218,1.118,3.8146,0.6586,-1.9303,0.0746,32322.8683,-0.2,4
33.5702,0.08,1.2184,0.1839,0.4812,0.0005,0.0583,0.5,1.4173,0
1375.095,1.0285,1.0997,1.8211,0.3361,-1.4581,1.0465,1919.3559,0.7962,1
543.922,0.1691,2.1882,5.3825,0.1269,-0.9187,0.1496,0.5,1.5191,0
1508.515,0.8985,1.1314,1.4916,0.3053,-1.28,1.1123,36.5903,0.4421,1
36.9993,0.168,1.2168,5.4628,0.4597,-0.6126,0.1096,0.5,0.7609,0
337.9366,0.0196,0.5527,3.3635,0.3511,-0.2616,0.3478,0.5,1.9826,0
2186.748,0.931,1.5709,1.5935,0.275,-1.5533,-0.1205,0.5,0.8426,1
29777.8254,0.7781,1.6227,4.5236,0.2644,-0.5341,0.6945,61.4977,-0.2,2
775.1954,0.3231,1.8012,3.6115,0.528,-1.5147,0.6134,1866.3937,-0.1153,1
6434.3273,2.0545,2.2332,4.9602,0.95,-1.3726,0.4627,11.4382,0.7586,4
27.8661,0.1536,0.6539,5.282,0.3465,-2.5648,0.0975,1371.9637,1.2684,6
1911.8773,0.4588,2.078,2.2856,0.6098,-2.4494,0.9796,65.0797,0.211,1
22248.754,0.5411,1.582,4.9564,0.2519,0.1796,0.5946,500000.0,0.4206,2
51.882,0.1982,0.1671,3.1048,0.01,-0.4988,-0.313,10825.6468,1.0699,0
135419.6042,0.6444,3.2069,4.0784,0.1698,-0.2159,-0.1528,11.3781,-0.0234,2
10275.8342,0.7148,2.2746,2.4891,0.5079,-0.1645,-0.0106,0.5,0.409,4
196.4801,0.128,1.4792,2.818,0.2685,-0.4267,-0.2392,22.1568,2.1585,0
53.3282,0.3541,2.0468,1.3323,0.5007,0.8,-0.1039,0.5,1.827,0
126.9404,0.2531,0.5275,2.3529,0.4282,0.459,-0.7135,369.2288,1.4065,0
35659.8174,0.7312,1.3705,4.434,0.3014,-0.9929,0.4694,309.145,0.5237,4
25.1609,0.0241,0.4312,3.2413,0.3759,-0.3768,1.0159,0.5,0.8467,0
194991.2896,10.7077,3.5288,6.5569,0.2949,0.2377,0.089,500000.0,0.85,3
30.0246,0.2561,0.705,5.661,0.0813,0.8,0.2338,671.9318,0.8407,0
1785.3824,1.0457,0.9364,2.911,0.4005,-2.0137,1.4031,377.1205,0.1897,1
75.2467,0.0764,0.7792,6.7859,0.0896,0.8,0.7118,37.3754,0.3561,5
1034.6697,0.7023,1.31,3.5788,0.4099,-0.7338,0.217,2714.9051,-0.2,1
