log_sfr,log_stellar_mass,u_r_colour,dn4000,log_ssfr,h_alpha_ew,log_halpha_lum,velocity_dispersion,galaxy_type
-0.78715,9.39349,1.62608,1.12839,-10.18064,11.27058,40.45485,55.78925,0
-2.02519,9.79254,3.09717,1.96194,-11.81772,6.90084,38.9953,93.97553,1
1.65032,9.4827,1.46203,1.08136,-7.83238,60.78176,42.91967,98.45344,2
0.0,9.99539,0.94277,1.00164,-10.5,69.4451,40.88306,81.40533,2
2.21593,11.30022,0.57381,0.85,-9.0843,63.93124,42.9067,165.18858,2
-2.21462,10.45677,2.78801,1.74031,-12.67139,3.04898,39.1776,119.87872,1
-1.2983,10.97028,3.14549,1.99768,-12.26858,-0.12366,39.50448,101.88341,1
-1.2132,11.48556,2.35118,1.46698,-12.69876,-3.13655,40.23424,110.01243,1
-2.19349,10.63987,2.81701,1.89303,-12.83336,1.87645,39.17019,104.56819,1
-2.73557,11.07959,2.12844,1.5278,-13.81516,-4.48011,38.04324,80.0,1
-0.33911,10.09508,1.72273,1.09513,-10.43419,16.69671,40.61823,74.19977,0
-1.54115,9.5,3.02836,1.83017,-10.98044,0.66619,39.80795,80.0,1
-0.61051,9.7367,1.43191,0.98906,-10.34721,4.99924,40.69927,46.51819,0
-2.0063,10.50607,2.45475,1.58176,-12.51237,7.75874,38.35576,110.45954,1
0.58353,9.57477,0.8263,0.85091,-8.99124,45.57014,41.53386,179.48984,2
0.8889,10.50346,0.87818,0.85,-9.61456,122.7065,42.07128,65.07267,2
-2.47034,11.99505,2.61469,1.769,-14.0,7.12098,38.52342,124.7236,1
-0.31804,10.9551,1.36183,1.16386,-11.27313,15.07068,40.57497,80.24247,0
1.0469,11.40073,1.05493,0.85,-10.35382,68.77529,42.07103,148.42891,2
0.68842,10.03745,1.38934,1.04626,-9.34904,35.50884,41.93536,35.90435,2
-1.03008,10.40434,2.61891,1.61996,-11.43441,0.96957,39.75581,109.79089,1
1.09512,10.30792,1.22241,0.86407,-9.21281,32.655,42.42786,97.13896,2
-0.0515,10.43068,1.71395,0.99633,-10.48218,10.83935,41.16702,40.2921,0
-2.30674,9.97122,2.25716,1.50123,-12.27797,2.46359,39.01767,147.37858,1
-0.4165,10.88629,1.63171,1.26077,-11.30279,7.93622,40.7793,94.27997,0
-1.14156,9.96219,1.67049,1.33226,-11.10375,16.51526,40.21697,92.41529,0
-0.78898,9.83745,1.66113,1.51358,-10.62644,30.59076,40.23307,55.76545,0
-1.18851,11.10799,2.28589,1.77508,-12.2965,-1.12841,39.63047,80.0,1
-1.58312,10.80168,2.81501,1.9428,-12.3848,5.74442,39.2215,98.12378,1
2.37712,10.9553,1.11242,1.06458,-8.57819,37.1304,43.60997,192.00789,2
-1.37638,10.58313,2.63552,1.5208,-11.95951,4.58604,39.14041,115.42673,1
2.26879,10.34788,0.92902,0.96375,-8.07909,62.05431,43.3619,129.29763,2
-1.54175,11.10729,2.44012,1.58476,-12.64904,-0.02643,38.84692,86.46317,1
-0.21351,10.40681,1.37211,0.85821,-10.62032,13.4588,40.99096,64.98748,2
-1.19645,10.52168,1.93089,1.43203,-11.71813,8.48151,39.94851,61.71273,0
-0.85012,9.98044,1.46152,1.00485,-10.83056,22.21316,40.10522,39.6853,0
-0.223,10.39378,1.93868,1.24212,-10.61678,14.21685,40.64596,97.47221,0
-0.6317,10.01623,2.5,1.59074,-10.64793,14.15036,40.92616,26.30751,0
0.1907,10.64516,1.08209,1.07743,-10.45446,10.09354,41.21141,49.69209,0
-1.92897,10.84597,2.77636,1.82705,-12.77493,-8.0,38.89368,80.0,1
-1.09052,11.04706,2.91759,1.87981,-12.13758,-1.40253,39.86466,111.72343,1
-1.74283,10.55598,2.59056,1.4877,-12.29881,-2.75542,39.33518,80.0,1
-1.52988,10.96359,2.54996,1.63485,-12.49348,4.75982,39.32692,80.0,1
-1.36091,11.36733,2.88672,1.56532,-12.72824,-3.57494,40.06624,104.36657,1
-1.56245,11.43237,2.88574,1.81515,-12.99482,4.34637,39.25913,103.70747,1
-1.44972,10.54812,2.86613,1.70769,-11.99784,5.28255,39.2785,132.6758,1
-2.11433,10.39567,2.72284,1.65082,-12.51,0.15082,39.13348,90.55,1
2.23426,10.90119,1.15605,0.94674,-8.66692,72.13597,43.29161,61.36771,2
-2.75199,10.30699,1.95094,1.51206,-13.05898,-0.04204,38.0559,80.0,1
-1.93163,10.57622,2.77996,1.72094,-12.50785,2.61123,39.17425,80.0,1
1.45739,9.95825,1.01105,0.96301,-8.50087,58.2301,42.41134,142.92193,2
-0.23098,10.80956,2.0102,1.28446,-11.04054,20.53008,40.97697,103.62548,0
0.01869,10.80834,1.58142,1.31504,-10.78965,40.79232,41.18845,89.65596,0
-0.04904,10.18431,0.90169,0.92525,-10.23336,28.87734,41.09031,66.52824,0
0.58587,10.92291,1.63666,1.27086,-10.33704,7.88444,41.70187,53.37731,0
-1.72203,11.9052,2.4979,1.61102,-13.62722,6.50501,39.72132,119.34862,1
-2.43572,10.77571,2.53116,1.71331,-13.21143,2.12648,38.6316,106.52561,1
0.0,9.44909,0.76695,0.85,-10.42926,52.95582,40.5,52.87307,2
-1.73347,10.86443,2.80744,1.73985,-12.5979,2.2925,39.37084,98.24044,1
-2.58096,11.01001,2.98972,1.76583,-13.59097,4.52109,38.68963,145.78346,1
1.09876,10.41785,1.05342,0.85,-9.31909,57.16037,42.13546,143.41033,2
1.18477,10.32822,0.78068,1.03275,-9.14345,44.77831,42.44205,132.74978,2
-1.47379,9.24651,1.66385,1.24939,-10.72031,8.78496,39.65317,71.81341,0
-0.01819,10.0778,1.65061,1.11095,-10.09599,18.2791,41.2053,80.11737,0
-0.5815,9.65585,2.00899,1.38259,-10.23735,15.75482,40.28327,49.1714,0
-0.2893,10.47474,1.87771,1.31648,-10.76404,9.8001,41.08989,83.26595,0
1.379,10.37468,1.57259,1.17841,-8.99568,71.3642,42.51503,101.13295,2
-0.65107,10.1456,2.05111,1.27412,-10.79667,15.97874,40.49028,74.44193,0
0.88004,9.78986,1.10704,0.85,-8.90982,59.93175,42.10386,105.80064,2
2.67769,11.35407,0.87775,0.89576,-8.67638,48.81153,43.59369,105.28937,2
-0.98689,11.45828,2.93166,1.91459,-12.44517,7.22248,40.40798,106.89965,1
0.06192,9.95348,1.42588,1.06506,-9.89156,22.7833,41.16974,35.73743,0
1.35855,10.43898,1.23697,0.99364,-9.08042,46.3669,42.5297,77.23558,2
0.01312,10.5591,1.68782,1.13275,-10.54598,5.61656,41.24915,20.0,0
-0.47115,9.36971,1.79538,1.34895,-9.84086,88.11668,40.649,39.65897,0
0.38401,10.15582,1.11176,0.9815,-9.77181,64.81697,41.42524,40.83909,2
-0.34783,10.18835,1.6642,1.2382,-10.53618,18.75183,40.95268,54.39538,0
-1.79533,8.95186,1.67788,1.09539,-10.74719,5.94572,39.53212,59.13638,0
-2.05943,10.48437,2.83806,1.72235,-12.54379,1.36745,38.98664,120.09329,1
1.93816,10.54758,0.96574,1.00517,-8.60942,77.38092,43.01482,119.7166,2
-0.46747,9.67627,1.18797,1.01968,-10.14374,34.61882,40.74772,20.0,0
-0.8895,10.01017,1.92371,1.23952,-10.89966,6.92913,40.38849,20.0,2
1.26234,10.04714,1.06532,1.01154,-8.7848,156.64733,42.57799,39.93123,2
-2.32897,8.64841,1.82967,1.20578,-10.97738,37.87243,39.19695,22.83152,0
3.08927,11.24202,1.14513,1.1189,-8.15276,71.12413,43.8257,107.454,2
-1.66016,10.41043,1.86866,1.41128,-12.07059,7.01779,39.54179,82.01068,1
-0.40917,10.40138,1.73283,1.23422,-10.81055,13.13539,40.715,65.60657,0
0.03626,10.83982,1.42079,1.2213,-10.80356,15.16909,41.09959,81.27529,0
-0.65596,9.94393,1.38384,0.99879,-10.59989,14.0559,40.22272,41.28858,0
0.66022,11.00101,1.4432,1.1079,-10.34079,23.66617,41.91487,64.82073,0
-1.79143,11.00187,2.87247,1.79315,-12.7933,1.20629,38.86954,104.27951,1
0.45175,9.34965,0.79117,0.85,-8.8979,63.8477,41.91644,201.97277,2
-0.85755,9.97129,1.22784,1.01007,-10.82885,29.07326,40.33209,56.6544,0
-3.11908,10.71169,2.71227,1.60837,-13.83078,5.80631,38.33877,80.0,1
0.40821,9.14411,1.17629,0.85,-8.7359,117.09834,41.74771,70.10791,0
-2.07269,10.70613,2.47095,1.59276,-12.77883,2.00398,39.2441,115.77608,1
-1.23563,11.28693,2.64199,1.64144,-12.52256,4.0352,40.47612,80.0,1
-0.61031,9.77492,1.31973,0.97599,-10.38523,12.68757,40.32739,37.4129,0
0.7772,10.73353,1.976,1.14122,-9.95632,13.42254,41.77586,48.81986,0
-0.57583,10.55462,1.3036,1.0831,-11.13045,14.04807,40.76015,61.3482,0
-2.40858,10.03427,2.69648,1.65641,-12.44286,5.87032,38.62881,107.661,1
0.11247,9.76767,1.31526,0.85,-9.6552,88.61064,41.77541,105.43329,2
1.03639,9.97408,0.88149,0.85,-8.93769,49.2825,42.04497,76.93562,2
0.97747,10.51072,0.73359,0.90367,-9.53325,14.07565,42.20072,131.32506,0
-0.80565,9.63961,1.28999,1.02249,-10.44526,16.33052,40.33446,73.04672,0
-1.05664,9.58021,1.50136,0.99228,-10.63685,34.81691,40.12449,78.41486,0
-0.86263,9.1635,0.88173,0.95767,-10.02613,17.95374,40.57549,43.87311,0
-0.007,10.36409,1.61724,1.16894,-10.37108,41.56662,41.1874,52.53008,0
-0.31639,9.82433,1.36648,1.25405,-10.14072,15.62865,40.60621,88.20302,0
-1.02942,11.27805,3.0043,1.65286,-12.30747,5.73597,38.96992,105.09317,1
-0.20497,10.42429,2.09655,1.30981,-10.62927,22.73227,41.04662,54.76964,0
-1.364,10.82443,2.52169,1.68305,-12.18842,1.45526,39.6981,80.0,1
0.0,9.41454,0.73934,0.85,-9.56354,34.97628,40.8597,45.97134,2
-0.28446,10.58192,1.56807,1.17765,-10.86638,21.12026,40.66975,56.26727,0
-1.05613,11.85258,2.84358,1.69913,-12.90871,4.23968,40.27722,119.9467,1
-0.12882,10.59053,1.756,1.1692,-10.71935,46.11264,40.76513,55.9996,0
-0.68479,10.1622,1.79283,1.14975,-10.84699,6.99771,40.31358,23.8007,0
-1.571,9.97892,3.06543,1.89365,-11.54992,3.15818,39.6603,106.09899,1
-1.29883,9.0351,1.59735,1.06863,-10.33393,14.13761,39.89066,24.59107,0
-0.2787,10.2048,2.03348,1.1708,-10.4835,8.89232,40.82627,118.11264,0
-1.62086,10.97204,2.80458,1.75244,-12.5929,3.74183,39.4266,85.11467,1
-0.17003,9.68949,1.63942,1.24156,-9.85952,8.68841,40.76032,65.44413,0
-1.4818,10.77996,3.35623,1.89476,-12.26176,-0.10565,39.07594,80.0,1
-0.11605,10.25998,1.4216,1.29669,-10.37604,39.6922,41.34016,42.41444,0
0.0077,8.75593,1.15017,1.12022,-8.74823,65.42906,41.20596,25.0,2
-1.85473,11.10992,2.43858,1.48029,-12.96465,5.20804,39.55155,81.93673,1
-0.30678,10.215,1.91594,1.18548,-10.52178,15.54127,41.1868,51.22893,0
-1.54008,10.74266,2.80858,1.79705,-12.28274,8.07335,39.72152,115.09575,1
-2.26152,10.6747,2.46259,1.67306,-12.93622,-1.21843,39.1415,80.0,1
0.0,8.5,0.56003,0.85,-8.77996,74.88808,41.05284,84.98208,2
1.06662,9.52028,1.33169,1.01112,-8.45367,23.43267,42.3229,70.56387,2
-1.6881,9.96559,2.95504,1.66024,-11.65369,9.44343,39.523,80.0,1
-0.87846,10.17902,1.21514,1.037,-11.05748,22.2733,40.44367,76.14003,0
-1.92325,10.80218,2.70096,1.62247,-12.72544,-0.64742,39.23126,80.0,1
-1.03215,10.63486,2.29374,1.43095,-11.66701,-5.06853,40.1204,87.00774,1
0.24062,10.87663,1.41602,0.99649,-10.63601,5.27101,40.94381,80.5518,0
-1.27226,9.5941,1.3431,1.08993,-10.86636,6.83823,39.77231,35.50116,0
-0.78071,9.36543,1.06455,0.95676,-10.14614,11.58139,40.7757,41.12145,0
0.78995,9.62418,0.95117,0.85,-8.83423,45.66377,42.23148,160.05736,2
0.04923,10.47897,1.9201,1.41114,-10.42974,13.66798,40.80942,59.95469,0
1.18858,9.72037,1.18965,1.03732,-8.53179,72.78217,42.06443,41.12251,2
1.89915,10.31113,0.49388,0.9106,-8.41198,137.6877,43.09539,48.9451,2
-1.96446,10.18305,2.46657,1.45428,-12.14751,-4.58983,38.91241,80.0,1
-0.18744,10.42043,1.54434,1.17812,-10.60788,42.72238,40.79042,46.95909,0
0.1987,9.34802,1.07626,0.86834,-9.14933,124.19758,41.44402,102.4902,2
1.48498,9.80727,0.83295,0.97056,-8.32229,58.28052,42.68966,52.72886,2
-1.63283,10.87921,2.76156,1.63305,-12.51204,2.7835,38.9927,80.0,1
-0.17282,10.53991,1.677,1.30787,-10.71273,35.91813,41.09171,71.27157,0
-0.5,9.97638,2.84151,1.56972,-10.5,3.50408,40.33784,115.85883,1
-0.34989,10.35083,1.45085,0.9876,-10.70072,11.7073,41.34857,75.5045,0
1.51605,10.14625,0.96504,0.97285,-8.6302,28.49262,42.96221,178.12291,2
-2.33279,10.81761,2.51183,1.4,-13.1504,2.84818,38.85119,117.97642,1
-1.7006,10.769,2.42698,1.60649,-12.4696,0.05163,38.86316,80.0,1
-1.00657,10.15068,2.91077,1.82106,-11.15725,0.90654,40.23531,80.0,1
0.01145,10.10445,2.21548,1.43557,-10.093,9.48544,40.97181,31.3113,0
0.02013,10.57482,1.76309,1.12291,-10.55468,18.55023,40.63411,91.14703,0
0.19665,9.79469,0.3,0.85,-9.59804,36.19563,41.23873,121.48776,2
-0.67646,9.44843,1.32619,0.98736,-10.12489,27.60635,40.31278,68.94835,0
-0.19348,10.54624,1.73775,1.44593,-10.73971,15.5156,40.79667,74.22211,0
-2.08101,10.98867,2.38959,1.59846,-13.06968,1.11636,38.61597,80.0,1
-0.76963,9.84395,1.40437,0.92033,-10.61357,28.58147,40.33525,81.57599,0
-0.76358,9.66394,2.09004,1.22317,-10.42752,10.84641,40.16439,23.34741,0
-1.33267,9.52286,1.28,0.97569,-10.85553,18.5183,40.10845,57.65401,0
-1.82725,10.28297,2.94948,1.80993,-12.11022,-1.25184,39.27464,80.0,1
0.29465,10.14494,2.03542,1.21619,-9.85029,34.88247,41.10632,62.60671,0
-1.74732,10.12829,3.11769,1.63195,-11.87561,0.39819,39.58952,80.0,1
-1.59738,10.66733,2.78615,1.78518,-12.26471,4.38671,39.48114,117.01427,1
0.0,9.2154,0.55525,0.93544,-9.98952,113.09967,40.5,174.76828,0
-0.36655,10.09061,1.51874,1.16596,-10.45717,16.38166,40.55773,66.01127,0
0.72092,9.53699,0.89609,1.09866,-8.81606,77.033,42.05207,25.0,2
-2.15603,10.3644,2.13159,1.41339,-12.52042,5.31451,39.02098,112.44235,1
-1.11452,9.14986,0.58939,0.88369,-10.26439,27.79594,40.13682,44.57907,0
0.43052,10.86086,2.26563,1.4421,-10.43034,11.90718,41.03474,72.03265,0
2.17662,11.47858,1.29706,0.91742,-9.30196,40.2328,43.32295,157.9168,2
0.28195,10.46471,1.51458,1.04834,-10.18276,19.83368,40.78679,62.79329,0
0.02561,10.54408,1.5822,1.32457,-10.51847,28.50419,41.36723,52.61147,0
0.14098,10.35912,0.99727,0.85,-10.21814,23.60941,41.41379,41.32297,0
0.41755,9.74246,0.68657,0.92019,-9.32492,27.47275,41.42931,165.21915,2
-1.8181,9.26531,1.67926,1.19703,-11.08341,14.85907,39.38607,41.30345,0
1.26576,10.599,1.8,1.02152,-9.33324,60.92908,42.23589,128.5458,2
-1.11632,9.87154,1.66737,1.29482,-10.98786,58.30063,39.74723,65.88699,0
-2.71229,11.58225,2.76861,1.63999,-14.0,3.67109,38.63111,83.97977,1
-0.5097,10.09923,1.34443,0.97941,-10.60894,18.935,40.32438,67.5703,0
-0.68212,10.09777,1.40923,1.08692,-10.77989,24.63379,40.32703,45.9833,0
-1.14338,10.99143,2.44975,1.46835,-12.13481,-0.02097,40.01257,102.26453,1
-0.53626,10.66056,1.77476,1.2592,-11.19681,10.18113,40.40686,46.26832,0
-0.5,10.11559,2.7079,1.78421,-10.5,-2.56777,40.71149,92.09124,1
-1.62202,11.95727,2.77398,1.6672,-13.57929,0.26581,39.69496,103.14375,1
0.00867,10.33907,1.07164,0.89814,-10.3304,19.70127,40.72673,20.0,0
-3.04309,11.53434,2.71027,1.61119,-14.0,-1.87369,38.07706,80.0,1
-2.53005,10.65904,2.81612,1.55849,-13.18909,6.70606,38.37849,92.73206,1
-1.59112,11.37385,2.47528,1.61487,-12.96497,-1.67795,39.77805,85.58659,1
0.29216,11.35035,0.88202,0.92527,-11.05819,12.08174,41.5273,30.3361,0
-1.83311,11.5395,2.46979,1.58205,-13.37262,5.80625,39.58285,80.0,1
-0.75158,9.77761,2.21117,1.5341,-10.52919,21.75977,40.75652,59.38515,0
-2.50613,10.81906,2.90133,1.63521,-13.32518,-2.25535,38.64229,94.71394,1
2.03622,11.13691,0.9782,0.85,-9.10069,97.41788,42.93779,160.47253,2
-0.07791,10.53104,1.60209,1.08194,-10.60894,73.14062,40.74095,53.57649,0
-1.7904,10.51389,2.42923,1.54468,-12.30429,-3.24235,39.66643,80.0,1
-0.61754,9.97804,2.14055,1.25369,-10.59558,8.63105,40.8075,71.76725,0
-1.70385,9.35007,1.88563,1.25536,-11.05392,4.81355,39.55124,54.71019,0
-0.0757,10.3687,1.21669,1.00708,-10.4444,25.3996,41.01425,50.1635,0
-2.30794,10.54725,2.95341,1.77083,-12.8552,2.33715,38.72663,103.8708,1
-1.84014,10.79929,2.39234,1.62468,-12.63943,1.34367,39.54653,80.0,1
-0.39905,10.61214,1.94226,1.53711,-11.01119,22.95607,40.59972,30.82961,0
-0.6561,9.80387,2.2851,1.39248,-10.45997,34.45915,40.86402,20.0,0
-1.92116,10.41531,2.32804,1.55364,-12.33647,-1.77605,39.17775,80.0,1
1.73279,10.5889,0.3,0.85,-8.8561,29.73485,42.75769,77.74623,2
-1.50046,10.6146,3.1707,2.00937,-12.11506,2.10005,39.86959,85.25151,1
2.21722,10.72505,0.93817,1.00784,-8.50782,39.15915,43.56246,115.0275,2
-1.62892,11.43246,2.72355,1.70243,-13.06139,-6.3145,39.62298,121.09881,1
0.27145,10.89127,1.25555,0.94233,-10.61982,49.46035,41.59241,128.47565,0
-0.71963,9.90321,1.10397,0.92686,-10.62284,12.41273,40.05563,52.81114,0
-0.23849,10.77066,1.366,1.04166,-11.00915,38.04868,41.10314,52.24832,0
-1.54295,11.16845,2.96999,1.75397,-12.7114,-3.41627,39.32458,89.40057,1
-0.76881,11.46538,2.4436,1.65552,-12.23419,2.77439,40.69495,80.0,1
-0.21729,10.54374,1.66892,0.92274,-10.76103,6.45561,40.9955,36.03068,0
-3.13583,9.98924,2.49978,1.65571,-13.12506,1.72351,38.28154,80.0,1
1.38264,10.72109,0.96503,0.85,-9.33846,28.3838,42.26274,105.06199,2
-0.8331,9.56856,1.72231,1.38552,-10.40166,19.13632,40.27039,57.66177,0
-0.93633,9.52014,1.44776,1.18285,-10.45647,14.61865,40.23169,40.23395,0
0.18111,10.43852,1.28567,1.13764,-10.25741,19.40409,41.41139,60.6758,0
0.48205,10.00011,0.3,0.85,-9.51806,30.54902,41.95059,25.0,2
-1.96729,10.72266,2.31275,1.55529,-12.68995,-4.51172,39.51076,115.45101,1
-0.20502,9.77364,1.46773,0.93499,-9.97866,7.88324,40.87647,46.29769,0
-1.56624,11.37957,2.14406,1.4,-12.94581,4.61189,39.11114,118.31917,1
0.43516,11.00029,1.65724,1.18854,-10.56512,16.06008,41.25895,77.85638,0
1.65879,10.02951,0.83632,0.85,-8.37072,48.95999,42.93916,79.57373,2
1.73651,10.64606,0.82756,0.85,-8.90955,39.72254,42.82225,145.92749,2
-2.84246,11.2167,2.56403,1.65776,-14.0,-1.20911,38.50796,124.49145,1
-0.23962,10.56426,1.7517,1.32305,-10.80388,18.70145,40.90917,61.19359,0
-2.43089,10.53984,2.5501,1.59031,-12.97074,3.30979,38.96238,117.5554,1
2.47691,11.5,1.19872,0.92371,-9.47501,52.02305,43.66215,90.3125,2
-2.2979,9.5,2.76547,1.61065,-11.68164,-2.77886,38.83349,80.0,1
-1.8415,8.94683,1.58232,1.12073,-10.78833,12.23551,39.36656,20.0,0
0.0,9.59326,0.52608,0.855,-9.94337,40.66853,40.88732,125.39861,2
-0.33205,9.78828,1.86062,1.21919,-10.12032,24.4863,41.06629,48.27279,0
0.0865,11.00812,1.0837,0.98492,-10.92162,15.4466,40.97568,88.6886,0
-2.06648,9.97303,2.88067,1.68272,-12.03951,6.03997,39.01846,95.83765,1
-3.09113,11.07416,3.26049,2.14549,-14.0,4.42401,38.294,80.0,1
-1.46034,9.59136,1.46194,1.14364,-11.0517,12.92694,39.65421,39.70675,0
0.3162,10.84259,2.12992,1.20153,-10.52639,4.78615,41.02154,79.2232,0
-2.73183,10.43994,2.28203,1.46372,-13.17176,5.35046,38.30918,80.0,1
0.34076,10.87603,1.63841,0.96658,-10.53527,17.50422,41.50451,86.88345,0
0.39314,10.93054,1.64773,1.04251,-10.5374,7.9298,41.52646,74.12037,0
0.0,9.99306,0.63587,0.85,-10.04761,55.90845,41.23496,61.66923,2
-0.46943,9.79456,1.67767,1.13072,-10.26399,10.74728,40.53828,33.57998,0
0.0275,10.28689,1.17096,1.12419,-10.2594,13.37861,41.3387,58.2494,0
-0.62687,10.88674,1.63139,1.03865,-11.51361,70.81595,40.3415,57.5959,2
0.50208,10.30763,1.04927,1.16334,-9.80554,9.55724,41.3437,46.08794,0
-1.05528,11.69754,2.70824,1.50469,-12.75282,-1.25913,39.74832,80.0,1
0.0,8.67653,1.37339,1.20898,-9.51895,93.15487,40.89339,86.55151,2
0.55212,11.47378,1.18121,1.06109,-10.92166,12.84394,41.33542,63.77766,0
0.84223,10.28835,0.86519,0.85,-9.44612,55.29517,41.84218,125.85514,2
-0.87034,11.01283,3.31867,2.04338,-11.88316,0.15582,39.87701,80.0,1
-0.14974,10.29045,1.47307,1.18559,-10.4402,15.11623,40.9868,67.62156,0
0.10579,10.62581,1.62048,1.02689,-10.52002,23.29991,41.08523,46.05689,0
-1.88417,10.41986,2.54458,1.6877,-12.30404,0.05469,39.02386,80.0,1
0.13484,9.20934,1.04278,1.028,-9.07449,40.7709,41.39854,82.20109,2
0.18925,11.06118,1.72724,1.16982,-10.87193,15.31391,41.58458,71.838,0
-0.5473,9.4752,1.33278,1.2048,-10.0225,10.65607,40.44486,64.77785,0
-1.20468,9.70285,2.58906,1.69711,-10.90753,0.25797,39.639,80.0,1
2.34549,10.16521,1.07328,1.00392,-7.81972,32.49774,43.24307,152.9931,2
-0.8371,9.96326,1.60545,1.15235,-10.80036,7.04606,40.11833,56.79088,0
1.90258,10.18244,1.31892,1.11718,-8.27986,39.93969,43.18272,50.01996,2
1.81276,11.14528,0.81872,0.88049,-9.33252,55.66351,43.02699,168.41037,2
0.29178,11.43007,0.76407,0.85,-11.13829,14.32924,41.33456,98.27483,0
-1.35207,9.51346,1.48064,1.06356,-10.86554,27.82252,40.01084,42.78854,0
-0.82513,9.84899,1.85563,1.35395,-10.67412,8.84417,40.14777,65.55176,0
-2.7503,11.86379,2.84132,1.69498,-14.0,4.86636,37.85554,122.98946,1
-0.29398,10.61621,1.31201,0.9774,-10.91019,27.14056,40.77763,47.32789,0
-0.95735,11.16505,3.03376,1.61397,-12.1224,1.77703,40.48602,122.4615,1
-1.94725,10.25237,2.84555,1.77855,-12.19962,7.51223,38.81718,118.7304,1
-1.47959,9.90432,2.91158,1.84804,-11.38391,2.68773,39.63635,80.0,1
0.50944,10.45722,2.10359,1.49453,-9.94778,14.81401,41.92996,41.51704,0
1.22025,9.84921,0.46691,0.85,-8.62896,33.54012,42.36207,121.96069,2
-1.19111,9.49117,1.4851,1.20021,-10.68228,9.55403,40.07132,57.71221,0
-1.89921,11.02435,3.23595,1.88954,-12.92356,4.43119,39.25764,93.19104,1
-0.08432,10.45505,1.42928,0.89483,-10.53937,10.33779,40.89209,42.81865,0
-1.52788,11.06409,2.94677,1.72036,-12.59197,-3.10889,39.57829,89.83318,1
-1.85897,10.97926,2.10116,1.4385,-12.83823,-1.16861,39.34005,135.53831,1
-2.38252,10.56435,2.66238,1.77334,-12.94687,-1.35795,38.8513,116.56418,1
-1.61093,10.60866,2.17214,1.4,-12.2196,3.67854,39.833,80.0,1
-0.14396,10.57907,1.89546,1.25329,-10.72303,17.48958,40.55304,45.86804,0
0.56141,9.95767,1.0692,1.08973,-9.39626,45.46479,41.69725,139.96263,2
-0.58675,10.00213,1.61707,1.14292,-10.58887,30.76406,40.65071,61.22195,0
-0.15971,10.57653,1.77613,1.06795,-10.73624,6.44129,40.94908,64.16355,0
0.51032,10.02871,0.51986,0.85,-9.51839,190.1504,41.84334,61.64692,2
-0.70532,10.05202,1.51939,0.96922,-10.75734,5.4525,40.59008,67.04514,0
-0.05273,10.0344,1.27291,1.1104,-10.08713,22.22215,40.87877,57.19769,0
-1.16142,9.60531,1.43761,1.15326,-10.76673,20.31591,39.80631,97.25053,0
0.0,9.00053,1.68701,1.222,-9.60624,55.53666,41.06223,136.51469,2
-3.51333,10.69655,2.76143,1.75163,-14.0,1.20315,37.32655,80.0,1
-2.13766,11.28133,2.78995,1.67915,-13.41899,5.04403,39.2729,84.17892,1
-1.53334,9.2662,1.51626,1.15059,-10.79954,15.30144,40.13571,93.46792,0
-0.43173,9.96605,2.04479,1.13047,-10.39778,32.56163,40.75395,65.37812,0
-0.22114,10.74032,1.28041,1.24072,-10.96146,9.25031,40.55908,37.63064,0
-1.09387,10.01629,2.68377,1.57312,-11.11016,1.55802,40.03595,80.0,1
-0.77429,10.18917,1.74709,1.15166,-10.96346,21.12456,40.67228,48.32394,0
0.36006,10.85561,2.07618,1.28769,-10.49555,28.60516,41.56666,104.13566,0
-0.11158,10.69744,1.61812,1.04565,-10.80902,12.4709,41.2326,30.93194,0
-0.60337,10.35338,1.24175,0.96537,-10.95675,19.89719,40.65764,73.27708,0
-0.79457,9.78395,1.1035,0.98332,-10.57852,25.5239,40.06613,53.40796,0
1.06667,9.95964,1.08503,0.85,-8.89298,45.4917,41.81307,188.95602,2
0.09663,8.98232,1.38976,1.00243,-8.8857,54.6783,41.25469,54.96534,2
1.44689,10.94333,1.24794,1.09165,-9.49645,83.54792,42.65578,199.7208,2
0.08196,10.3789,1.68602,1.17607,-10.29694,15.65563,41.53606,36.53602,0
-1.55954,9.82009,2.52206,1.71245,-11.37963,-0.97303,39.7434,130.7702,1
1.0643,9.86916,1.03291,1.16918,-8.80486,35.96125,42.29329,150.3814,2
-1.1032,9.69493,1.7615,1.26366,-10.79813,16.49839,39.79659,70.02545,0
-1.60575,11.95233,2.79866,1.50631,-13.55808,2.78523,39.32805,124.50104,1
-1.58757,10.64475,3.06843,1.72746,-12.23232,4.07975,39.25741,80.0,1
-2.08228,11.05015,2.69541,1.65582,-13.13243,4.04641,39.07519,81.0246,1
-1.73009,10.89125,2.81478,1.74797,-12.62134,1.25705,39.47457,83.14532,1
1.45189,9.62675,1.23223,1.22314,-8.17486,74.12944,43.04927,111.8762,2
0.0,8.5,1.8,1.11695,-8.69473,19.38027,41.14321,184.5482,2
-0.69616,10.22038,1.47028,1.11211,-10.91654,61.32098,40.60564,71.79908,0
-0.65633,10.12485,1.67625,1.25513,-10.78118,41.63426,40.74415,75.04835,0
-2.43602,11.37989,2.89573,1.69999,-13.8159,2.24185,38.7088,93.0562,1
0.24255,9.46235,1.1412,1.04943,-9.2198,81.99976,41.57482,125.87414,2
1.01868,9.53979,1.14487,1.20989,-8.52112,105.17249,42.26014,135.91932,2
